Unnamed: 0	prefix	input_text	target_text
651197	xNeed	PersonX accomplishes PersonY's work	to understand PersonY
651163	xReact	PersonX accomplishes PersonY's work	accomplished the work was done
651187	xWant	PersonX accomplishes PersonY's work	to help person y
326323	oEffect	PersonX accuses PersonY of cheating	felt headweight
326306	oReact	PersonX accuses PersonY of cheating	angry
326331	oWant	PersonX accuses PersonY of cheating	to feel sorry
326339	xAttr	PersonX accuses PersonY of cheating	envious
326324	xEffect	PersonX accuses PersonY of cheating	give forgive
326309	xIntent	PersonX accuses PersonY of cheating	make sure things are fair
326328	xNeed	PersonX accuses PersonY of cheating	proof of the cheating
326311	xReact	PersonX accuses PersonY of cheating	justified
326333	xWant	PersonX accuses PersonY of cheating	to punish
564008	oEffect	PersonX accuses ___ of cheating	cries
564001	oReact	PersonX accuses ___ of cheating	scared
564023	oWant	PersonX accuses ___ of cheating	to be forgiven
564030	xAttr	PersonX accuses ___ of cheating	jealous
564010	xEffect	PersonX accuses ___ of cheating	gets stuck in an argument
564002	xIntent	PersonX accuses ___ of cheating	to punish someone
564025	xNeed	PersonX accuses ___ of cheating	to be in a relationship
564003	xReact	PersonX accuses ___ of cheating	angry
564027	xWant	PersonX accuses ___ of cheating	to seperate
604139	oEffect	PersonX achieves PersonY goal	loses hopes and dreams
604133	oReact	PersonX achieves PersonY goal	hurt
604149	oWant	PersonX achieves PersonY goal	to set a higher goal for PersonX
604166	xAttr	PersonX achieves PersonY goal	caring
604141	xEffect	PersonX achieves PersonY goal	gets thanked by personY
604137	xIntent	PersonX achieves PersonY goal	to make happy
604158	xNeed	PersonX achieves PersonY goal	to work towards goals
604138	xReact	PersonX achieves PersonY goal	very happy
604159	xWant	PersonX achieves PersonY goal	to be a success
266256	oEffect	PersonX achieves PersonY understanding	PersonY learns new information.
266250	oReact	PersonX achieves PersonY understanding	informed
266265	oWant	PersonX achieves PersonY understanding	to understand better
266275	xAttr	PersonX achieves PersonY understanding	curious
266259	xEffect	PersonX achieves PersonY understanding	PersonX imparts knowledge.
266251	xIntent	PersonX achieves PersonY understanding	convice them
266268	xNeed	PersonX achieves PersonY understanding	to understand things himself
266255	xReact	PersonX achieves PersonY understanding	knowledgeable
266270	xWant	PersonX achieves PersonY understanding	to study more
8641	oEffect	PersonX acknowledges gratefully the ___	smiles
8626	oReact	PersonX acknowledges gratefully the ___	satisfied,happy
8646	oWant	PersonX acknowledges gratefully the ___	for personX to use it
8670	xAttr	PersonX acknowledges gratefully the ___	Appreciative
8639	xEffect	PersonX acknowledges gratefully the ___	PersonX cries from his talk
8630	xIntent	PersonX acknowledges gratefully the ___	kindness to others
8654	xNeed	PersonX acknowledges gratefully the ___	make contact with those who are acknowledge
8631	xReact	PersonX acknowledges gratefully the ___	help to oters
8655	xWant	PersonX acknowledges gratefully the ___	follow the advice
119600	oEffect	PersonX acts as PersonY agent	sell their product
119596	oReact	PersonX acts as PersonY agent	helped
119623	oWant	PersonX acts as PersonY agent	to close a sale
119626	xAttr	PersonX acts as PersonY agent	helpful
119604	xEffect	PersonX acts as PersonY agent	making the fame
119597	xIntent	PersonX acts as PersonY agent	to make money
119610	xNeed	PersonX acts as PersonY agent	to offer to help person Y
119598	xReact	PersonX acts as PersonY agent	good
119624	xWant	PersonX acts as PersonY agent	to make a sale
241949	oEffect	PersonX acts as PersonY intermediary	gets cash
241941	oReact	PersonX acts as PersonY intermediary	at ease
241964	oWant	PersonX acts as PersonY intermediary	to seal the deal
241973	xAttr	PersonX acts as PersonY intermediary	Listening
241947	xEffect	PersonX acts as PersonY intermediary	Finds succes in negotiating
241942	xIntent	PersonX acts as PersonY intermediary	to be responsible
241966	xNeed	PersonX acts as PersonY intermediary	to be in position to help persony
241938	xReact	PersonX acts as PersonY intermediary	confident
241968	xWant	PersonX acts as PersonY intermediary	to help
250192	oEffect	PersonX acts in PersonY way	ARE INTERRUPTED
250178	oReact	PersonX acts in PersonY way	amused
250206	oWant	PersonX acts in PersonY way	to change the path
250209	xAttr	PersonX acts in PersonY way	similar
250195	xEffect	PersonX acts in PersonY way	MAY GET HURT
250179	xIntent	PersonX acts in PersonY way	funny
250196	xNeed	PersonX acts in PersonY way	to see how personY acts
250180	xReact	PersonX acts in PersonY way	satisfied
250207	xWant	PersonX acts in PersonY way	to hurt Y
88036	oEffect	PersonX acts on PersonY's behalf	receives kindness
88020	oReact	PersonX acts on PersonY's behalf	helped
88040	oWant	PersonX acts on PersonY's behalf	to have help
88052	xAttr	PersonX acts on PersonY's behalf	calm
88035	xEffect	PersonX acts on PersonY's behalf	stresses
88021	xIntent	PersonX acts on PersonY's behalf	to help a friend
88047	xNeed	PersonX acts on PersonY's behalf	to protect person y
88024	xReact	PersonX acts on PersonY's behalf	happy
88050	xWant	PersonX acts on PersonY's behalf	to file a motion
104533	oEffect	PersonX adapts to PersonY's environment	environment gets accepted
104527	oReact	PersonX adapts to PersonY's environment	like they're in charge
104540	oWant	PersonX adapts to PersonY's environment	to be in control
104555	xAttr	PersonX adapts to PersonY's environment	flexible
104539	xEffect	PersonX adapts to PersonY's environment	gets a new point of view
104528	xIntent	PersonX adapts to PersonY's environment	to fit in
104546	xNeed	PersonX adapts to PersonY's environment	to find PersonY
104529	xReact	PersonX adapts to PersonY's environment	accepted
104543	xWant	PersonX adapts to PersonY's environment	to accomodate y
101312	oEffect	PersonX adds ___ to injury	avoids them
101305	oReact	PersonX adds ___ to injury	bad
101325	oWant	PersonX adds ___ to injury	never speak to PersonX again
101339	xAttr	PersonX adds ___ to injury	wrong
101310	xEffect	PersonX adds ___ to injury	accept consequences
101306	xIntent	PersonX adds ___ to injury	to add more problems
101327	xNeed	PersonX adds ___ to injury	make the situation worse
101307	xReact	PersonX adds ___ to injury	guilty
101333	xWant	PersonX adds ___ to injury	to influence someone
220749	oEffect	PersonX adds fuel to the fire	bandages him
220738	oReact	PersonX adds fuel to the fire	angered
220755	oWant	PersonX adds fuel to the fire	to win the argument
220775	xAttr	PersonX adds fuel to the fire	irresponsible
220750	xEffect	PersonX adds fuel to the fire	he gets burned
220739	xIntent	PersonX adds fuel to the fire	to be an instigator
220758	xNeed	PersonX adds fuel to the fire	to confront someone
220737	xReact	PersonX adds fuel to the fire	evil
220765	xWant	PersonX adds fuel to the fire	to make sure the fuel is correctly placed in the fire
59269	oEffect	PersonX administers the lord 's ___	read Bible more
59262	oReact	PersonX administers the lord 's ___	tended to
59275	oWant	PersonX administers the lord 's ___	eat the supper
59295	xAttr	PersonX administers the lord 's ___	kind
59274	xEffect	PersonX administers the lord 's ___	Gives thanks
59266	xIntent	PersonX administers the lord 's ___	administers the lord 's supper
59277	xNeed	PersonX administers the lord 's ___	fix supper
59267	xReact	PersonX administers the lord 's ___	very like
59279	xWant	PersonX administers the lord 's ___	pick up lords plate
644863	oEffect	PersonX admires PersonY's work	Benefits from admiration
644857	oReact	PersonX admires PersonY's work	like their work has worth
644880	oWant	PersonX admires PersonY's work	to show PersonX other works from PersonY
644888	xAttr	PersonX admires PersonY's work	admiring
644865	xEffect	PersonX admires PersonY's work	Has sensations related to impressions of work
644858	xIntent	PersonX admires PersonY's work	to show them how much they like it
644882	xNeed	PersonX admires PersonY's work	to contact PersonY
644854	xReact	PersonX admires PersonY's work	envious
644883	xWant	PersonX admires PersonY's work	to see PersonY's other works
372111	oEffect	PersonX admits PersonY was wrong	appreciates their honesty
372103	oReact	PersonX admits PersonY was wrong	insulted
372132	oWant	PersonX admits PersonY was wrong	fix their mistake
372148	xAttr	PersonX admits PersonY was wrong	Seeker
372113	xEffect	PersonX admits PersonY was wrong	is respected for honesty
372109	xIntent	PersonX admits PersonY was wrong	to be truthful
372123	xNeed	PersonX admits PersonY was wrong	to disagree about something.
372106	xReact	PersonX admits PersonY was wrong	justified
372131	xWant	PersonX admits PersonY was wrong	angry
646765	oEffect	PersonX admits ___ into the union	Admitted entity enters the union
646750	oReact	PersonX admits ___ into the union	united
646776	oWant	PersonX admits ___ into the union	to vote
646789	xAttr	PersonX admits ___ into the union	judicial
646764	xEffect	PersonX admits ___ into the union	stresses about the union
646758	xIntent	PersonX admits ___ into the union	to add
646779	xNeed	PersonX admits ___ into the union	to decide it's for the best
646761	xReact	PersonX admits ___ into the union	powerful
646781	xWant	PersonX admits ___ into the union	to do other work
697056	oEffect	PersonX adopts a baby	lives their life
697036	oReact	PersonX adopts a baby	loved
697075	oWant	PersonX adopts a baby	be fed by parent
697086	xAttr	PersonX adopts a baby	uneasy
697057	xEffect	PersonX adopts a baby	raises the child
697037	xIntent	PersonX adopts a baby	to become a parent
697076	xNeed	PersonX adopts a baby	fill out paperwork
697038	xReact	PersonX adopts a baby	responsible
697079	xWant	PersonX adopts a baby	take care of the baby
476878	oEffect	PersonX adopts a child	Receives love and affection
476862	oReact	PersonX adopts a child	loved
476887	oWant	PersonX adopts a child	to be loved
476898	xAttr	PersonX adopts a child	caring
476875	xEffect	PersonX adopts a child	PersonX becomes a parent
476864	xIntent	PersonX adopts a child	to have a child
476889	xNeed	PersonX adopts a child	to apply to adoption agency
476860	xReact	PersonX adopts a child	loved
476892	xWant	PersonX adopts a child	to show child to their new room
366635	oEffect	PersonX adopts a little girl	security
366622	oReact	PersonX adopts a little girl	part of a family
366650	oWant	PersonX adopts a little girl	to be parented
366660	xAttr	PersonX adopts a little girl	warm
366632	xEffect	PersonX adopts a little girl	gets excited
366624	xIntent	PersonX adopts a little girl	to be part of a family
366652	xNeed	PersonX adopts a little girl	to do a home visit
366621	xReact	PersonX adopts a little girl	amazing
366655	xWant	PersonX adopts a little girl	to love the little girl
119035	oEffect	PersonX advances towards PersonY	screams
119023	oReact	PersonX advances towards PersonY	happy
119043	oWant	PersonX advances towards PersonY	to wait for person X
119054	xAttr	PersonX advances towards PersonY	threatening
119037	xEffect	PersonX advances towards PersonY	is aroused
119024	xIntent	PersonX advances towards PersonY	to get closer
119045	xNeed	PersonX advances towards PersonY	to see person Y
119025	xReact	PersonX advances towards PersonY	affectionable
119042	xWant	PersonX advances towards PersonY	to congratulate person y
259639	oEffect	PersonX advances upon PersonY	are sweating and shaking because PersonX is a well-known serial killer
259633	oReact	PersonX advances upon PersonY	worried nervous
259649	oWant	PersonX advances upon PersonY	too defend themselves
259664	xAttr	PersonX advances upon PersonY	scary
259644	xEffect	PersonX advances upon PersonY	gets promoted
259634	xIntent	PersonX advances upon PersonY	talk
259646	xNeed	PersonX advances upon PersonY	go to PersonY
259635	xReact	PersonX advances upon PersonY	interested happy
259651	xWant	PersonX advances upon PersonY	to confront PersonY
270909	oEffect	PersonX advises PersonY to take	listen
270901	oReact	PersonX advises PersonY to take	smarter
270920	oWant	PersonX advises PersonY to take	to get a class of water
270929	xAttr	PersonX advises PersonY to take	mature
270913	xEffect	PersonX advises PersonY to take	SHARING IDEAS
270899	xIntent	PersonX advises PersonY to take	to inform another
270915	xNeed	PersonX advises PersonY to take	to think of wisdom
270900	xReact	PersonX advises PersonY to take	helpful
270925	xWant	PersonX advises PersonY to take	to advice Z also to take
16565	oEffect	PersonX advises the ___ on all matters	appreciative
16556	oReact	PersonX advises the ___ on all matters	dominated
16571	oWant	PersonX advises the ___ on all matters	to lesson to PersonX
16579	xAttr	PersonX advises the ___ on all matters	a leader
16570	xEffect	PersonX advises the ___ on all matters	servant
16557	xIntent	PersonX advises the ___ on all matters	to be influential
16573	xNeed	PersonX advises the ___ on all matters	TO KNOW ABOUT ALL THE MATTERS
16558	xReact	PersonX advises the ___ on all matters	powerful
16576	xWant	PersonX advises the ___ on all matters	TO OBSERVE THE OPPONENT
579435	oEffect	PersonX advises the ___ on matters	They learn more new things
579424	oReact	PersonX advises the ___ on matters	advised.
579453	oWant	PersonX advises the ___ on matters	and argue
579458	xAttr	PersonX advises the ___ on matters	thoughtful
579433	xEffect	PersonX advises the ___ on matters	has to stay informed
579425	xIntent	PersonX advises the ___ on matters	to be helpful.
579455	xNeed	PersonX advises the ___ on matters	speak to them
579426	xReact	PersonX advises the ___ on matters	influential.
579457	xWant	PersonX advises the ___ on matters	say I told you so
586045	oEffect	PersonX affects PersonY's lives	is grateful
586042	oReact	PersonX affects PersonY's lives	controlled
586049	oWant	PersonX affects PersonY's lives	to pay bills.
586068	xAttr	PersonX affects PersonY's lives	overwhelming
586047	xEffect	PersonX affects PersonY's lives	is thanked
586043	xIntent	PersonX affects PersonY's lives	to be in control
586051	xNeed	PersonX affects PersonY's lives	to do a good deed.
586041	xReact	PersonX affects PersonY's lives	obligated
586053	xWant	PersonX affects PersonY's lives	to celebrate.
39285	oEffect	PersonX affects ___ in ways	Rebel against X
39278	oReact	PersonX affects ___ in ways	upset
39292	oWant	PersonX affects ___ in ways	complain
39297	xAttr	PersonX affects ___ in ways	funny
39290	xEffect	PersonX affects ___ in ways	watches their affects
39282	xIntent	PersonX affects ___ in ways	to search
39293	xNeed	PersonX affects ___ in ways	gain authority
39280	xReact	PersonX affects ___ in ways	responsible
39295	xWant	PersonX affects ___ in ways	receive reports
70019	oEffect	PersonX affects a person 's ___	becomes grateful
70013	oReact	PersonX affects a person 's ___	influenced
70028	oWant	PersonX affects a person 's ___	to take in lessons
70049	xAttr	PersonX affects a person 's ___	dominant
70027	xEffect	PersonX affects a person 's ___	claps
70011	xIntent	PersonX affects a person 's ___	she affects a person's life
70031	xNeed	PersonX affects a person 's ___	to have an interaction
70015	xReact	PersonX affects a person 's ___	influential
70032	xWant	PersonX affects a person 's ___	to provide guidance
71138	oEffect	PersonX affects adversely the ___	lose wealth
71125	oReact	PersonX affects adversely the ___	bad, irritaiting
71147	oWant	PersonX affects adversely the ___	to stay away from PersonX
71161	xAttr	PersonX affects adversely the ___	harmful
71137	xEffect	PersonX affects adversely the ___	PersonX affects the rate in a negative way
71129	xIntent	PersonX affects adversely the ___	bring someone down
71144	xNeed	PersonX affects adversely the ___	to talk in class
71130	xReact	PersonX affects adversely the ___	dejected
71150	xWant	PersonX affects adversely the ___	to gain power
61997	oEffect	PersonX affects one 's ___	Changes opinion
61988	oReact	PersonX affects one 's ___	unhappy,dissatified
62010	oWant	PersonX affects one 's ___	to get rid of him
62020	xAttr	PersonX affects one 's ___	dominant
61995	xEffect	PersonX affects one 's ___	learns a new skill
61992	xIntent	PersonX affects one 's ___	be a materially positive influence able to bring relief & comfort to other people's lives.
62012	xNeed	PersonX affects one 's ___	to disturb them
61990	xReact	PersonX affects one 's ___	unhappy,worried
62014	xWant	PersonX affects one 's ___	to hurt them
25096	oEffect	PersonX affects people 's ___	People smile
25089	oReact	PersonX affects people 's ___	influenced, changed, controlled
25102	oWant	PersonX affects people 's ___	to make changes
25118	xAttr	PersonX affects people 's ___	influencial
25098	xEffect	PersonX affects people 's ___	PersonX is awarded
25090	xIntent	PersonX affects people 's ___	to influence
25114	xNeed	PersonX affects people 's ___	to get their attention
25094	xReact	PersonX affects people 's ___	in control
25105	xWant	PersonX affects people 's ___	be acknowledged
84533	oEffect	PersonX affords PersonY opportunity	gets a pay deduction
84519	oReact	PersonX affords PersonY opportunity	also happy
84542	oWant	PersonX affords PersonY opportunity	to make the most of the chance
84546	xAttr	PersonX affords PersonY opportunity	caring
84529	xEffect	PersonX affords PersonY opportunity	learns information from Person Y.
84520	xIntent	PersonX affords PersonY opportunity	to give persony a chance
84541	xNeed	PersonX affords PersonY opportunity	KNOWLEDGE TO FOLLOW THROUGH WITH OPPPORTUNITY
84521	xReact	PersonX affords PersonY opportunity	happy
84544	xWant	PersonX affords PersonY opportunity	to see PersonY reach success
606388	oEffect	PersonX affords PersonY pleasure	Enjoys what he gets
606385	oReact	PersonX affords PersonY pleasure	special.
606403	oWant	PersonX affords PersonY pleasure	to find what PersonX wants
606414	xAttr	PersonX affords PersonY pleasure	Selfless
606395	xEffect	PersonX affords PersonY pleasure	gets a thank you
606386	xIntent	PersonX affords PersonY pleasure	to do something pleasant for a friend.
606404	xNeed	PersonX affords PersonY pleasure	to understand PersonY
606384	xReact	PersonX affords PersonY pleasure	satisfied
606406	xWant	PersonX affords PersonY pleasure	to benefit from PersonY
265623	oEffect	PersonX affords PersonY the opportunity	says no
265615	oReact	PersonX affords PersonY the opportunity	grateful
265630	oWant	PersonX affords PersonY the opportunity	to decline the offer
265641	xAttr	PersonX affords PersonY the opportunity	gracious
265628	xEffect	PersonX affords PersonY the opportunity	PersonX gains a reputation for generosity.
265616	xIntent	PersonX affords PersonY the opportunity	to be helpful
265632	xNeed	PersonX affords PersonY the opportunity	to offer something to PersonY
265617	xReact	PersonX affords PersonY the opportunity	helpful
265633	xWant	PersonX affords PersonY the opportunity	to follow up with PersonY
410734	oEffect	PersonX agrees to a date	butterflies in their stomach
410727	oReact	PersonX agrees to a date	giddy
410738	oWant	PersonX agrees to a date	to get ready for the date
410751	xAttr	PersonX agrees to a date	interested
410736	xEffect	PersonX agrees to a date	receives flowers
410721	xIntent	PersonX agrees to a date	to start a relationship
410740	xNeed	PersonX agrees to a date	to think about the date
410723	xReact	PersonX agrees to a date	nervous
410741	xWant	PersonX agrees to a date	to take a shower
342347	oEffect	PersonX agrees to go with PersonY	heart rate increases
342328	oReact	PersonX agrees to go with PersonY	supportive
342364	oWant	PersonX agrees to go with PersonY	To spend time with X
342371	xAttr	PersonX agrees to go with PersonY	agreeable
342350	xEffect	PersonX agrees to go with PersonY	PersonX smoothes things over
342337	xIntent	PersonX agrees to go with PersonY	to go on a date
342360	xNeed	PersonX agrees to go with PersonY	to know where they are going
342341	xReact	PersonX agrees to go with PersonY	excited
342362	xWant	PersonX agrees to go with PersonY	to dress up to go with PersonY
363762	oEffect	PersonX agrees to help PersonY	thanked  x
363752	oReact	PersonX agrees to help PersonY	grateful
363767	oWant	PersonX agrees to help PersonY	to make a jobeasier
363790	xAttr	PersonX agrees to help PersonY	generous
363764	xEffect	PersonX agrees to help PersonY	turns head towards the issue
363753	xIntent	PersonX agrees to help PersonY	to of assistance
363773	xNeed	PersonX agrees to help PersonY	to talk to PersonY
363754	xReact	PersonX agrees to help PersonY	like a good person
363769	xWant	PersonX agrees to help PersonY	to see what y needs
431691	oEffect	PersonX agrees to try it	cook up a different dish
431674	oReact	PersonX agrees to try it	excited
431704	oWant	PersonX agrees to try it	to ask about new routine
431716	xAttr	PersonX agrees to try it	agreeable
431689	xEffect	PersonX agrees to try it	new experience
431682	xIntent	PersonX agrees to try it	to know how it tastes
431708	xNeed	PersonX agrees to try it	to talk with someone knowlegeable
431683	xReact	PersonX agrees to try it	adventurous
431703	xWant	PersonX agrees to try it	think about the steps to try it
606491	oEffect	PersonX agrees upon by the parties	comes to an agreement
606486	oReact	PersonX agrees upon by the parties	happy
606495	oWant	PersonX agrees upon by the parties	get copies
606502	xAttr	PersonX agrees upon by the parties	just
606494	xEffect	PersonX agrees upon by the parties	gets into an argument
606487	xIntent	PersonX agrees upon by the parties	to be agreeable
606497	xNeed	PersonX agrees upon by the parties	to find both parties
606488	xReact	PersonX agrees upon by the parties	cooperative
606500	xWant	PersonX agrees upon by the parties	follow up about future item
214976	oEffect	PersonX airs PersonX's dirty laundry in public	are met with cops to discuss the situation
214968	oReact	PersonX airs PersonX's dirty laundry in public	embarrassed
214996	oWant	PersonX airs PersonX's dirty laundry in public	to think about it
215001	xAttr	PersonX airs PersonX's dirty laundry in public	Untrustworthy
214980	xEffect	PersonX airs PersonX's dirty laundry in public	gets attacked in the news
214969	xIntent	PersonX airs PersonX's dirty laundry in public	for the world to know x's problems
214998	xNeed	PersonX airs PersonX's dirty laundry in public	to need to say it
214971	xReact	PersonX airs PersonX's dirty laundry in public	embarrassed
214994	xWant	PersonX airs PersonX's dirty laundry in public	seek medical attention
94921	oEffect	PersonX allays PersonY's fears	thankfulness
94913	oReact	PersonX allays PersonY's fears	safe.
94929	oWant	PersonX allays PersonY's fears	to know they are safe
94950	xAttr	PersonX allays PersonY's fears	helpful
94923	xEffect	PersonX allays PersonY's fears	accomplishment
94910	xIntent	PersonX allays PersonY's fears	to soothe y
94931	xNeed	PersonX allays PersonY's fears	to show PersonY there is no danger
94911	xReact	PersonX allays PersonY's fears	proud
94944	xWant	PersonX allays PersonY's fears	to talk y in to something
241467	oEffect	PersonX allows PersonY access	sits
241455	oReact	PersonX allows PersonY access	happy
241470	oWant	PersonX allows PersonY access	to enter the complex
241493	xAttr	PersonX allows PersonY access	wary
241469	xEffect	PersonX allows PersonY access	moves aside
241456	xIntent	PersonX allows PersonY access	to get his friendship
241473	xNeed	PersonX allows PersonY access	to determine PersonY's trustworthiness
241457	xReact	PersonX allows PersonY access	happy about achieving his goal.
241474	xWant	PersonX allows PersonY access	to continue to work
109560	oEffect	PersonX allows PersonY time	turns in their assignment
109557	oReact	PersonX allows PersonY time	grateful
109571	oWant	PersonX allows PersonY time	to thank them for it
109582	xAttr	PersonX allows PersonY time	accomodating
109563	xEffect	PersonX allows PersonY time	calls person y
109558	xIntent	PersonX allows PersonY time	to be kind
109573	xNeed	PersonX allows PersonY time	to know they need it
109559	xReact	PersonX allows PersonY time	good
109569	xWant	PersonX allows PersonY time	talk to person y when they are ready
360586	oEffect	PersonX allows PersonY to keep the dog	protect the dog
360569	oReact	PersonX allows PersonY to keep the dog	ecstatic
360593	oWant	PersonX allows PersonY to keep the dog	to say thank you
