input_text	prefix	target_text	Unnamed: 0
PersonX affords PersonY opportunity	xNeed	to understand the opportunity	
PersonX affords PersonY opportunity	xReact	happy good satisfied	
PersonX affords a car	xAttr	flashy	
PersonX affords a car	xIntent	to get places quicker	418416.0
PersonX affords a car	xNeed	to have a job.	
PersonX affords a car	xReact	content	
PersonX affords a new one	xAttr	Successfull	
PersonX affords a new one	xNeed	work to make money.	
PersonX affords a new one	xReact	happy	
PersonX affords a new one	xWant	to get another	
PersonX affords braces	xAttr	wealthy	
PersonX affords braces	xIntent	none	422321.0
PersonX affords braces	xNeed	to earn money	
PersonX affords braces	xReact	lucky	
PersonX agrees and went	xAttr	amicable	
PersonX agrees and went	xIntent	to go experience something new.	416647.0
PersonX agrees and went	xNeed	to listen	
PersonX agrees and went	xReact	contrite	
PersonX agrees to go	xAttr	cooperative	
PersonX agrees to go	xIntent	settle the tension	399272.0
PersonX agrees to go	xNeed	to get an invite somewhere	
PersonX agrees to go	xReact	happy	
PersonX agrees to go with PersonY	xAttr	brave	
PersonX agrees to go with PersonY	xNeed	to be knowing Y	
PersonX agrees to go with PersonY	xReact	happy	
PersonX agrees to go with PersonY	xWant	to enjoy vacation	
PersonX agrees to try it	xAttr	agreeable	
PersonX agrees to try it	xIntent	to have something new	431678.0
PersonX agrees to try it	xNeed	hear the argument	
PersonX agrees to try it	xReact	disappointed	
PersonX agrees upon by the parties	xAttr	wise	
PersonX agrees upon by the parties	xNeed	to find both parties	
PersonX agrees upon by the parties	xReact	satisfied	
PersonX agrees upon by the parties	xWant	send them copies of the agreement	
PersonX aims PersonX's gun	xAttr	fierce	
PersonX aims PersonX's gun	xNeed	To have a gun	
PersonX aims PersonX's gun	xReact	terrified	
PersonX aims PersonX's gun	xWant	To fire	
PersonX allays PersonX's fears	xAttr	scared	
PersonX allays PersonX's fears	xNeed	to convince him	
PersonX allays PersonX's fears	xReact	relieved	
PersonX allays PersonX's fears	xWant	him to pursue his goal	
PersonX allays PersonY's fears	xAttr	Helpful	
PersonX allays PersonY's fears	xNeed	to calm PersonY down	
PersonX allays PersonY's fears	xReact	proud	
PersonX allays PersonY's fears	xWant	to make everyone relaxed	
PersonX allergic to cats	xAttr	sneezy	
PersonX allergic to cats	xIntent	none	494417.0
PersonX allergic to cats	xNeed	adopt cats	
PersonX allergic to cats	xReact	indifferent.	
PersonX allows pets	xAttr	understanding	
PersonX allows pets	xNeed	He rents out apartments.	
PersonX allows pets	xReact	excited	
PersonX allows pets	xWant	to make pets are taken care of	
PersonX also played	xAttr	talented	
PersonX also played	xNeed	something to play	
PersonX also played	xReact	good for playing as well	
PersonX also played	xWant	to have a good time	
PersonX also read	xAttr	scholarly	
PersonX also read	xNeed	to have a book	
PersonX also read	xReact	informed	
PersonX also read	xWant	to keep down the book	
PersonX also said	xAttr	thoughtful	
PersonX also said	xNeed	talk to someone	
PersonX also said	xReact	neutral	
PersonX also said	xWant	answer questions	
PersonX also set	xAttr	disciplined	
PersonX also set	xNeed	to see how they set it	
PersonX also set	xReact	prepared	
PersonX also set	xWant	to see how it worked out	
PersonX also turned	xAttr	apprehensive	
PersonX also turned	xNeed	to be driving	
PersonX also turned	xReact	angry	
PersonX also turned	xWant	to answer call	
PersonX always buy	xAttr	wealthy	
PersonX always buy	xNeed	to earn money.	
PersonX always buy	xReact	content	
PersonX always buy	xWant	to make more money	
PersonX always drank	xAttr	addicted	
PersonX always drank	xNeed	to get a drink	
PersonX always drank	xReact	bad	
PersonX always drank	xWant	to use the bathroom	
PersonX always refused	xAttr	annoyed	
PersonX always refused	xNeed	to be offered	
PersonX always refused	xReact	justified	
PersonX always refused	xWant	to keep refusing	
PersonX always slept	xAttr	lazy	
PersonX always slept	xIntent	to be rested	426550.0
PersonX always slept	xNeed	to be sleepy	
PersonX always slept	xReact	energized	
PersonX always try	xAttr	hardworking	
PersonX always try	xNeed	to be persistent	
PersonX always try	xReact	proud	
PersonX always try	xWant	to accomplish their goals	
PersonX always used	xAttr	responsible	
PersonX always used	xIntent	to use a glove	403409.0
PersonX always used	xNeed	to determine needs	
PersonX always used	xReact	typical	
PersonX always walked	xAttr	better	
PersonX always walked	xIntent	to be in shape.	491362.0
PersonX always walked	xNeed	to leave the house	
PersonX always walked	xReact	relaxed	
PersonX always wanted a puppy	xAttr	Loving	
PersonX always wanted a puppy	xIntent	to feel responsible	364909.0
PersonX always wanted a puppy	xNeed	goes to pet store	
PersonX always wanted a puppy	xReact	happy	
PersonX always wanted to go to	xAttr	Excited	
PersonX always wanted to go to	xIntent	none	348148.0
PersonX always wanted to go to	xNeed	go somewhere	
PersonX always wanted to go to	xReact	anxious	
PersonX always wanted to go to	xWant	makes plan	
PersonX always watched	xAttr	peeper	
PersonX always watched	xNeed	to watch something	
PersonX always watched	xReact	relaxed	
PersonX always watched	xWant	to understand it	
PersonX announces PersonX's intention	xAttr	open minded	
PersonX announces PersonX's intention	xNeed	to make plans	
PersonX announces PersonX's intention	xReact	relaxed	
PersonX announces PersonX's intention	xWant	to tell herself she has done the right thing	
PersonX announces to everyone	xAttr	excited	
PersonX announces to everyone	xNeed	to have something to announce	
PersonX announces to everyone	xReact	heard	
PersonX announces to everyone	xWant	to ask what the people think	
PersonX anoints PersonY with oil	xAttr	holy	
PersonX anoints PersonY with oil	xIntent	to honor them	263672.0
PersonX anoints PersonY with oil	xNeed	purchase oil	
PersonX anoints PersonY with oil	xReact	like a leader.	
PersonX anoints PersonY with oil	xWant	rub oil on the forehead	
PersonX answers PersonY's phone	xAttr	helpful	
PersonX answers PersonY's phone	xIntent	to be nosy	177488.0
PersonX answers PersonY's phone	xNeed	find phone	
PersonX answers PersonY's phone	xReact	guilty	
PersonX answers PersonY's questions	xAttr	resourceful	
PersonX answers PersonY's questions	xNeed	knowledge	
PersonX answers PersonY's questions	xReact	responsible	
PersonX answers PersonY's questions	xWant	to be seen as smart	
PersonX answers every question	xAttr	smart	
PersonX answers every question	xIntent	to provide knowledge	254199.0
PersonX answers every question	xNeed	think of answer to question	
PersonX answers every question	xReact	happy	
PersonX answers questions	xAttr	responsive	
PersonX answers questions	xIntent	to help someone	503416.0
PersonX answers questions	xNeed	to hold a press conference	
PersonX answers questions	xReact	inspired	
PersonX anxiously awaited	xAttr	nervous	
PersonX anxiously awaited	xNeed	to have a task to do	
PersonX anxiously awaited	xReact	anticipation	
PersonX anxiously awaited	xWant	to go home	
PersonX applies for a credit card	xAttr	desperate	
PersonX applies for a credit card	xIntent	to have credit	683213.0
PersonX applies for a credit card	xNeed	to gather personal information	
PersonX applies for a credit card	xReact	happy	
PersonX applies for a new job	xAttr	mature	
PersonX applies for a new job	xIntent	to make money	337115.0
PersonX applies for a new job	xNeed	to make a resume	
PersonX applies for a new job	xReact	happy to have gotten the job	
PersonX applies for the job	xAttr	responsible	
PersonX applies for the job	xNeed	to find a job	
PersonX applies for the job	xReact	hopeful	
PersonX applies for the job	xWant	to wait for a response	
PersonX applies to college	xAttr	nervous	
PersonX applies to college	xIntent	an education	508656.0
PersonX applies to college	xNeed	completes an application	
PersonX applies to college	xReact	nervous	
PersonX applies to college	xWant	to get into school	
PersonX applies to colleges	xAttr	studious	
PersonX applies to colleges	xIntent	to go to school	526883.0
PersonX applies to colleges	xNeed	to get colleges' addresses	
PersonX applies to colleges	xReact	accomplished	
PersonX applies to many jobs	xAttr	broke	
PersonX applies to many jobs	xIntent	make make money	336022.0
PersonX applies to many jobs	xNeed	to update his resume	
PersonX applies to many jobs	xReact	nervous	
PersonX approaches PersonY's crush	xAttr	curious	
PersonX approaches PersonY's crush	xIntent	to send persony's regard	677050.0
PersonX approaches PersonY's crush	xNeed	to spot the crush	
PersonX approaches PersonY's crush	xReact	talkative	
PersonX argues PersonX's case	xAttr	informed	
PersonX argues PersonX's case	xIntent	to get approval	110244.0
PersonX argues PersonX's case	xNeed	He goes to court.	
PersonX argues PersonX's case	xReact	like they helped.	
PersonX argues PersonY's case	xAttr	passionate	
PersonX argues PersonY's case	xNeed	to prepare	
PersonX argues PersonY's case	xReact	responsible	
PersonX argues PersonY's case	xWant	to call another witness	
PersonX arouses PersonY interest	xAttr	captivated	
PersonX arouses PersonY interest	xIntent	to have a special person	263876.0
PersonX arouses PersonY interest	xNeed	to be near PersonY	
PersonX arouses PersonY interest	xReact	hopeful	
PersonX arouses PersonY's interest	xAttr	special	
PersonX arouses PersonY's interest	xIntent	to be intriguing	107513.0
PersonX arouses PersonY's interest	xNeed	learn special skills	
PersonX arouses PersonY's interest	xReact	apparently equally aroused & ready.	
PersonX arrives in class	xAttr	studious	
PersonX arrives in class	xIntent	to learn	445395.0
PersonX arrives in class	xNeed	to eat breakfast	
PersonX arrives in class	xReact	ready to learn	
PersonX arrives on time	xAttr	timely	
PersonX arrives on time	xIntent	see an event	459514.0
PersonX arrives on time	xNeed	wake up early	
PersonX arrives on time	xReact	good.	
PersonX arrives safely	xAttr	responsible	
PersonX arrives safely	xIntent	to be safe	475701.0
PersonX arrives safely	xNeed	TO TRAVEL SAFELY	
PersonX arrives safely	xReact	satisfied	
PersonX arrives safely	xWant	to go on with his work	
PersonX arrives to pick PersonY up	xAttr	friendly	
PersonX arrives to pick PersonY up	xIntent	to hang out with his friend	362313.0
PersonX arrives to pick PersonY up	xNeed	a car	
PersonX arrives to pick PersonY up	xReact	like he had a great time	
PersonX arrives to school	xAttr	prepared	
PersonX arrives to school	xIntent	to graduate	430342.0
PersonX arrives to school	xNeed	get on the bus	
PersonX arrives to school	xReact	educated	
PersonX asks PersonX's family	xAttr	honest	
PersonX asks PersonX's family	xIntent	to ask a question	675717.0
PersonX asks PersonX's family	xNeed	to have a question	
PersonX asks PersonX's family	xReact	satisfied	
PersonX asks PersonX's friend for advice	xAttr	needy	
PersonX asks PersonX's friend for advice	xNeed	Find/Call his friend	
PersonX asks PersonX's friend for advice	xReact	relieved	
PersonX asks PersonX's friend for advice	xWant	Thank his friend	
PersonX asks PersonX's husband	xAttr	helpless	
PersonX asks PersonX's husband	xNeed	an email	
PersonX asks PersonX's husband	xReact	communicative	
PersonX asks PersonX's husband	xWant	to solve an issue.	
PersonX asks PersonX's mom for help	xAttr	dependent	
PersonX asks PersonX's mom for help	xIntent	to receive an advice	675525.0
PersonX asks PersonX's mom for help	xNeed	to call their mom	
PersonX asks PersonX's mom for help	xReact	grateful	
PersonX asks PersonX's neighbor	xAttr	curious	
PersonX asks PersonX's neighbor	xIntent	have  conversation	284485.0
PersonX asks PersonX's neighbor	xNeed	knock on door	
PersonX asks PersonX's neighbor	xReact	relieved	
PersonX asks PersonX's parents for one	xAttr	hopeful	
PersonX asks PersonX's parents for one	xNeed	to ask something from parents	
PersonX asks PersonX's parents for one	xReact	satisfied	
PersonX asks PersonX's parents for one	xWant	to buy something	
PersonX asks PersonX's roommate	xAttr	social	
PersonX asks PersonX's roommate	xNeed	to be doing their assignment	
PersonX asks PersonX's roommate	xReact	happy and good	
PersonX asks PersonX's roommate	xWant	to let roommate pick up the dinner	
PersonX asks PersonY for a pencil	xAttr	friendly	
PersonX asks PersonY for a pencil	xIntent	to write something down	360384.0
PersonX asks PersonY for a pencil	xNeed	to see that Person Y has a pencil.	
PersonX asks PersonY for a pencil	xReact	accomplished	
PersonX asks PersonY had happened	xAttr	curious	
PersonX asks PersonY had happened	xIntent	to understand	606665.0
PersonX asks PersonY had happened	xNeed	to meet person y	
PersonX asks PersonY had happened	xReact	informed	
PersonX asks PersonY opinion	xAttr	Interested	
PersonX asks PersonY opinion	xNeed	realize that there is something that needs an opinion	
PersonX asks PersonY opinion	xReact	more knowing	
PersonX asks PersonY opinion	xWant	follow the advice that has been given	
PersonX asks PersonY questions	xAttr	curious	
PersonX asks PersonY questions	xNeed	to approach PersonY	
PersonX asks PersonY questions	xReact	informed	
PersonX asks PersonY questions	xWant	to listen to the answer	
PersonX asks PersonY some questions	xAttr	curious	
PersonX asks PersonY some questions	xIntent	to get answers	114331.0
PersonX asks PersonY some questions	xNeed	to meet with person y	
PersonX asks PersonY some questions	xReact	neutral	
PersonX asks PersonY the question	xAttr	curious	
PersonX asks PersonY the question	xNeed	to contact person Y	
PersonX asks PersonY the question	xReact	better	
PersonX asks PersonY the question	xWant	know if the rumor was true	
PersonX asks PersonY thought	xAttr	curious	
PersonX asks PersonY thought	xIntent	to be friendly	83372.0
PersonX asks PersonY thought	xNeed	to approach PersonY	
PersonX asks PersonY thought	xReact	good	
PersonX asks PersonY to call	xAttr	shy	
PersonX asks PersonY to call	xNeed	to have some place to call	
PersonX asks PersonY to call	xReact	happy	
PersonX asks PersonY to call	xWant	for them to call	
PersonX asks PersonY to dance	xAttr	interested	
PersonX asks PersonY to dance	xNeed	to be at an event	
PersonX asks PersonY to dance	xReact	happy	
PersonX asks PersonY to dance	xWant	to do a jig	
PersonX asks PersonY to dine	xAttr	needy	
PersonX asks PersonY to dine	xNeed	a desire to interact	
PersonX asks PersonY to dine	xReact	good for having someone to eat with	
PersonX asks PersonY to dine	xWant	to enjoy a meal	
PersonX asks PersonY to marry PersonY	xAttr	hopeful	
PersonX asks PersonY to marry PersonY	xNeed	buy a ring	
PersonX asks PersonY to marry PersonY	xReact	good	
PersonX asks PersonY to marry PersonY	xWant	to tell their friends	
PersonX asks PersonY to prom	xAttr	determined	
PersonX asks PersonY to prom	xIntent	acceptance	341501.0
PersonX asks PersonY to prom	xNeed	to muster up courage	
PersonX asks PersonY to prom	xReact	nervous	
PersonX asks PersonY to repeat	xAttr	scatter-brained	
PersonX asks PersonY to repeat	xIntent	to understand person better	585731.0
PersonX asks PersonY to repeat	xNeed	to not hear the instructions	
PersonX asks PersonY to repeat	xReact	curious	
PersonX asks PersonY to the prom	xAttr	daring	
PersonX asks PersonY to the prom	xIntent	to socialize	332305.0
PersonX asks PersonY to the prom	xNeed	to find where person Y is.	
PersonX asks PersonY to the prom	xReact	hopeful	
PersonX asks PersonY to wait	xAttr	worried	
PersonX asks PersonY to wait	xIntent	none	116450.0
PersonX asks PersonY to wait	xNeed	walk over to them	
PersonX asks PersonY to wait	xReact	like the boss	
PersonX asks PersonY to wait	xWant	to be prepared	
PersonX asks PersonY what happened	xAttr	gossipy	
PersonX asks PersonY what happened	xNeed	to approach PersonY	
PersonX asks PersonY what happened	xReact	eager	
PersonX asks PersonY what happened	xWant	to wait for a response	
PersonX asks PersonY where was going	xAttr	curious	
PersonX asks PersonY where was going	xNeed	to see PersonY going	
PersonX asks PersonY where was going	xReact	informed	
PersonX asks PersonY where was going	xWant	to go with PersonY	
PersonX asks PersonY's crush	xAttr	inquisitive	
PersonX asks PersonY's crush	xNeed	Be in contact with personY	
PersonX asks PersonY's crush	xReact	helping	
PersonX asks PersonY's crush	xWant	React to the answer	
PersonX asks PersonY's forgiveness	xAttr	humble	
PersonX asks PersonY's forgiveness	xNeed	to call her	
PersonX asks PersonY's forgiveness	xReact	relieved	
PersonX asks PersonY's forgiveness	xWant	to forgive	
PersonX asks PersonY's friend	xAttr	inquisitive	
PersonX asks PersonY's friend	xNeed	to go to Person Y's friend.	
PersonX asks PersonY's friend	xReact	more knowledgable.	
PersonX asks PersonY's friend	xWant	to get a replay from Person Y's friend.	
PersonX asks PersonY's friend for advice	xAttr	trusting	
PersonX asks PersonY's friend for advice	xNeed	to write to person y's friend	
PersonX asks PersonY's friend for advice	xReact	better	
PersonX asks PersonY's friend for advice	xWant	to find out about marriage	
PersonX asks PersonY's friends for help	xAttr	understanding	
PersonX asks PersonY's friends for help	xNeed	to call them	
PersonX asks PersonY's friends for help	xReact	hopeful	
PersonX asks PersonY's friends for help	xWant	to save the dog	
PersonX asks PersonY's name	xAttr	friendly	
PersonX asks PersonY's name	xIntent	to get to know his new work partner	171309.0
PersonX asks PersonY's name	xNeed	make contact with the person	
PersonX asks PersonY's name	xReact	informed	
PersonX asks PersonY's parents	xAttr	deferential	
PersonX asks PersonY's parents	xNeed	to call person y's parents	
PersonX asks PersonY's parents	xReact	relieved	
PersonX asks PersonY's parents	xWant	to possibly have a conversation around what they asked	
PersonX asks a girl out	xAttr	nervous	
PersonX asks a girl out	xNeed	make a call	
PersonX asks a girl out	xReact	happy	
PersonX asks a girl out	xWant	sit in car	
PersonX asks all PersonX's friends	xAttr	curious	
PersonX asks all PersonX's friends	xNeed	phone	
PersonX asks all PersonX's friends	xReact	curious	
PersonX asks all PersonX's friends	xWant	them to come over	
PersonX asks another question	xAttr	curious	
PersonX asks another question	xIntent	to get an answer	106673.0
PersonX asks another question	xNeed	asks a question	
PersonX asks another question	xReact	ok	
PersonX asks for PersonY's help	xAttr	in needy	
PersonX asks for PersonY's help	xNeed	He can't get his hand out of the jar.	
PersonX asks for PersonY's help	xReact	grateful	
PersonX asks for PersonY's help	xWant	Put butter on it.	
PersonX asks god to help	xAttr	faithful	
PersonX asks god to help	xIntent	to be helped	270133.0
PersonX asks god to help	xNeed	He lost his job.	
PersonX asks god to help	xReact	faithful	
PersonX asks if PersonY needed help	xAttr	concerned	
PersonX asks if PersonY needed help	xNeed	to see PersonY stranded somewhere	
PersonX asks if PersonY needed help	xReact	gratified	
PersonX asks if PersonY needed help	xWant	to assist PersonY	
PersonX asks my neighbor	xAttr	curious	
PersonX asks my neighbor	xIntent	to get to know their neighbor	527637.0
PersonX asks my neighbor	xNeed	to go to my neighbor's home	
PersonX asks my neighbor	xReact	anxious	
PersonX asks my parents	xAttr	curious	
PersonX asks my parents	xIntent	permission	533106.0
PersonX asks my parents	xNeed	think about what he wants to say	
PersonX asks my parents	xReact	good	
PersonX asks questions later	xAttr	patient	
PersonX asks questions later	xIntent	to find out something	267138.0
PersonX asks questions later	xNeed	think of their questions	
PersonX asks questions later	xReact	satisfied	
PersonX asks some friends	xAttr	curious	
PersonX asks some friends	xIntent	to get other's opinions	488450.0
PersonX asks some friends	xNeed	to call friends	
PersonX asks some friends	xReact	informed	
PersonX asks the girl	xAttr	apprehensive	
PersonX asks the girl	xNeed	to find her	
PersonX asks the girl	xReact	nervous.	
PersonX asks the girl	xWant	to keep talking to her	
PersonX asks the librarian	xAttr	curious	
PersonX asks the librarian	xIntent	an answer	426683.0
PersonX asks the librarian	xNeed	goes to library	
PersonX asks the librarian	xReact	empowered	
PersonX asks the neighbors	xAttr	talkative	
PersonX asks the neighbors	xNeed	to walk next door	
PersonX asks the neighbors	xReact	satisfied	
PersonX asks the neighbors	xWant	to walk back home	
PersonX asks the question	xAttr	curious	
PersonX asks the question	xNeed	attend class	
PersonX asks the question	xReact	curious	
PersonX asks the question	xWant	an answer	
PersonX asks the waitress	xAttr	inquisitive	
PersonX asks the waitress	xNeed	to drive to the restraunt	
PersonX asks the waitress	xReact	satisfied	
PersonX asks the waitress	xWant	to get a glass of water	
PersonX asks the worker	xAttr	curious	
PersonX asks the worker	xNeed	to have something they need to know	
PersonX asks the worker	xReact	satisfied	
PersonX asks the worker	xWant	to listen to what the worker has to say	
PersonX asks to leave	xAttr	homesick	
PersonX asks to leave	xIntent	to go	468685.0
PersonX asks to leave	xNeed	a computer	
PersonX asks to leave	xReact	relieved	
PersonX asserts PersonX's rights	xAttr	determined	
PersonX asserts PersonX's rights	xNeed	to make a plan	
PersonX asserts PersonX's rights	xReact	neglected	
PersonX asserts PersonX's rights	xWant	to follow up	
PersonX assesses the damage	xAttr	analytical	
PersonX assesses the damage	xNeed	to get in an accident	
PersonX assesses the damage	xReact	concerned	
PersonX assesses the damage	xWant	to fix the damage	
PersonX associates with PersonY's name	xAttr	mean	
PersonX associates with PersonY's name	xIntent	to be closer to persony	104824.0
PersonX associates with PersonY's name	xNeed	to learn PersonY's name	
PersonX associates with PersonY's name	xReact	content	
PersonX assumes PersonY position	xAttr	subservient	
PersonX assumes PersonY position	xNeed	to look at Person Y to see position	
PersonX assumes PersonY position	xReact	proactive.	
PersonX assumes PersonY position	xWant	mimics Person Y	
PersonX assumes PersonY responsibility	xAttr	similar	
PersonX assumes PersonY responsibility	xNeed	for personY not to be their	
PersonX assumes PersonY responsibility	xReact	helfpul	
PersonX assumes PersonY responsibility	xWant	to finish the job	
PersonX attains PersonX's ends	xAttr	motivated	
PersonX attains PersonX's ends	xNeed	to work hard	
PersonX attains PersonX's ends	xReact	like he or she succeeded	
PersonX attains PersonX's ends	xWant	to try and save for a rainy day	
PersonX attains PersonX's goal	xAttr	relieved	
PersonX attains PersonX's goal	xIntent	to complete the goal for persony	111271.0
PersonX attains PersonX's goal	xNeed	to work hard	
PersonX attains PersonX's goal	xReact	proud	
PersonX attains PersonY's object	xAttr	successful	
PersonX attains PersonY's object	xNeed	to pick up the object	
PersonX attains PersonY's object	xReact	happy to have the item.	
PersonX attains PersonY's object	xWant	to take the object	
PersonX attends PersonY meeting	xAttr	conscientious	
PersonX attends PersonY meeting	xNeed	to find out where PersonY will be holding their meeting.	
PersonX attends PersonY meeting	xReact	accomplished	
PersonX attends PersonY meeting	xWant	to contemplate what they learned in PersonY's meeting.	
PersonX attends PersonY's meetings	xAttr	attentive	
PersonX attends PersonY's meetings	xNeed	he has to get ready for the meeting	
PersonX attends PersonY's meetings	xReact	supportive	
PersonX attends PersonY's meetings	xWant	he want to discuss with other person something important	
PersonX attends a concert	xAttr	adventurous	
PersonX attends a concert	xIntent	to enjoy music	481187.0
PersonX attends a concert	xNeed	purchase a ticket	
PersonX attends a concert	xReact	like they were entertained.	
PersonX attends a party	xAttr	sociable	
PersonX attends a party	xIntent	to socialize	492883.0
PersonX attends a party	xNeed	directions to party	
PersonX attends a party	xReact	fun	
PersonX attends a wine tasting	xAttr	curious	
PersonX attends a wine tasting	xIntent	to learn about wines	362210.0
PersonX attends a wine tasting	xNeed	find an event	
PersonX attends a wine tasting	xReact	happy	
PersonX attends the event	xAttr	sociable	
