Unnamed: 0	prefix	input_text	target_text
366622	oReact	PersonX adopts a little girl	part of a family
366624	xIntent	PersonX adopts a little girl	to be part of a family
366646	xNeed	PersonX adopts a little girl	go through the legal steps for adoption
366626	xReact	PersonX adopts a little girl	complete
366647	xWant	PersonX adopts a little girl	to bring the girl home
613816	xAttr	PersonX adopts a new cat	affectionate
613781	xIntent	PersonX adopts a new cat	to have a pet
613808	xNeed	PersonX adopts a new cat	to go to the pound
613782	xReact	PersonX adopts a new cat	happy
613810	xWant	PersonX adopts a new cat	to bring the cat home
630532	oReact	PersonX adopts one	cared for
630538	xIntent	PersonX adopts one	to be responsible for
630559	xNeed	PersonX adopts one	to choose a dog
630534	xReact	PersonX adopts one	good
409967	xAttr	PersonX adopts the cat	kind
409963	xWant	PersonX adopts the cat	to scritch the cat
403690	oReact	PersonX adopts the dog	relieved to have a home for the puppy
403715	xAttr	PersonX adopts the dog	kind
403694	xIntent	PersonX adopts the dog	to help
403712	xNeed	PersonX adopts the dog	to purchase
403713	xWant	PersonX adopts the dog	to play
697236	oReact	PersonX adopts the kitten	like they have a parent
697260	xNeed	PersonX adopts the kitten	to fill out the application
697242	xReact	PersonX adopts the kitten	happy
697262	xWant	PersonX adopts the kitten	to have a pet
507728	xAttr	PersonX adopts the puppy	loving
507696	xIntent	PersonX adopts the puppy	to care for an animal
87013	oReact	PersonX advances PersonX's interests	grateful
87043	xAttr	PersonX advances PersonX's interests	goal oriented
87006	xIntent	PersonX advances PersonX's interests	to get what they want
87032	xNeed	PersonX advances PersonX's interests	develop a strategy to advance the interest
87009	xReact	PersonX advances PersonX's interests	good about themselves
87038	xWant	PersonX advances PersonX's interests	tell people about it
669798	oReact	PersonX advances toward PersonY	happy
669794	xIntent	PersonX advances toward PersonY	to fight
669796	xReact	PersonX advances toward PersonY	talkative
669816	xWant	PersonX advances toward PersonY	to confront PersonY
119029	oReact	PersonX advances towards PersonY	happy
119054	xAttr	PersonX advances towards PersonY	threatening
119031	xIntent	PersonX advances towards PersonY	to socialize
119045	xNeed	PersonX advances towards PersonY	to see person Y
119028	xReact	PersonX advances towards PersonY	excited
119041	xWant	PersonX advances towards PersonY	to shake person y's hand
259660	xAttr	PersonX advances upon PersonY	skilled
259646	xNeed	PersonX advances upon PersonY	go to PersonY
259651	xWant	PersonX advances upon PersonY	to confront PersonY
670500	oReact	PersonX advises PersonY to go	positive
670501	xIntent	PersonX advises PersonY to go	give advice
670517	xNeed	PersonX advises PersonY to go	to talk
670508	xReact	PersonX advises PersonY to go	disappointed
270902	oReact	PersonX advises PersonY to take	thankful
270929	xAttr	PersonX advises PersonY to take	mature
270915	xNeed	PersonX advises PersonY to take	to think of wisdom
270925	xWant	PersonX advises PersonY to take	to advice Z also to take
16579	xAttr	PersonX advises the ___ on all matters	a leader
16557	xIntent	PersonX advises the ___ on all matters	to be influential
16558	xReact	PersonX advises the ___ on all matters	powerful
16576	xWant	PersonX advises the ___ on all matters	TO OBSERVE THE OPPONENT
579424	oReact	PersonX advises the ___ on matters	advised.
579458	xAttr	PersonX advises the ___ on matters	thoughtful
579425	xIntent	PersonX advises the ___ on matters	to be helpful.
579455	xNeed	PersonX advises the ___ on matters	speak to them
579426	xReact	PersonX advises the ___ on matters	influential.
579457	xWant	PersonX advises the ___ on matters	say I told you so
292844	xAttr	PersonX affects PersonX's health	careful
292812	xReact	PersonX affects PersonX's health	unhealthy
129852	oReact	PersonX affects PersonY's ability	worried
586069	xAttr	PersonX affects PersonY's lives	attached
586043	xIntent	PersonX affects PersonY's lives	to be in control
586051	xNeed	PersonX affects PersonY's lives	to do a good deed.
586053	xWant	PersonX affects PersonY's lives	to celebrate.
38536	oReact	PersonX affects ___ adversely	angry
38539	xReact	PersonX affects ___ adversely	unkind
39297	xAttr	PersonX affects ___ in ways	funny
39282	xIntent	PersonX affects ___ in ways	to search
39294	xNeed	PersonX affects ___ in ways	give orders
39280	xReact	PersonX affects ___ in ways	responsible
39295	xWant	PersonX affects ___ in ways	receive reports
70013	oReact	PersonX affects a person 's ___	influenced
70049	xAttr	PersonX affects a person 's ___	dominant
70011	xIntent	PersonX affects a person 's ___	she affects a person's life
70036	xNeed	PersonX affects a person 's ___	To influence
70015	xReact	PersonX affects a person 's ___	influential
70032	xWant	PersonX affects a person 's ___	to provide guidance
71125	oReact	PersonX affects adversely the ___	bad, irritaiting
