Unnamed: 0	prefix	input_text	target_text
531241	xNeed	PersonX acts funny	tell a joke
253950	xAttr	PersonX acts in PersonY capacity	accepting
253915	xIntent	PersonX acts in PersonY capacity	to keep his army unit safe
253941	xNeed	PersonX acts in PersonY capacity	action point
250209	xAttr	PersonX acts in PersonY way	similar
250179	xIntent	PersonX acts in PersonY way	funny
250196	xNeed	PersonX acts in PersonY way	to see how personY acts
177412	xAttr	PersonX acts like PersonY	copycating
177390	xIntent	PersonX acts like PersonY	to be like person.
177403	xNeed	PersonX acts like PersonY	adopt the person's behaviors
121920	xAttr	PersonX acts like a PersonY	goofy
121902	xIntent	PersonX acts like a PersonY	to be viewed as normal in society.
121911	xNeed	PersonX acts like a PersonY	to observe
654000	xAttr	PersonX acts like a man	aggressive
653969	xIntent	PersonX acts like a man	to be mature
653986	xNeed	PersonX acts like a man	to do things right
263635	xAttr	PersonX acts like men	masculine
263610	xIntent	PersonX acts like men	to be manly
263620	xNeed	PersonX acts like men	paste on a male moustache.
111079	xAttr	PersonX acts on PersonX's behalf	proud
111057	xIntent	PersonX acts on PersonX's behalf	considerate.
111069	xNeed	PersonX acts on PersonX's behalf	to decide how to act
88052	xAttr	PersonX acts on PersonY's behalf	calm
88021	xIntent	PersonX acts on PersonY's behalf	to help a friend
88047	xNeed	PersonX acts on PersonY's behalf	to protect person y
532251	xAttr	PersonX acts quickly	aware
532220	xIntent	PersonX acts quickly	to do something fast
532242	xNeed	PersonX acts quickly	to know about it
26749	xAttr	PersonX adapts the ___ to the needs	talented
26722	xIntent	PersonX adapts the ___ to the needs	to keep safe
26740	xNeed	PersonX adapts the ___ to the needs	to know the process
89370	xAttr	PersonX adapts to PersonX's environment	Adapting
89338	xIntent	PersonX adapts to PersonX's environment	to be comfortable
89363	xNeed	PersonX adapts to PersonX's environment	to know their environment
104555	xAttr	PersonX adapts to PersonY's environment	flexible
104528	xIntent	PersonX adapts to PersonY's environment	to fit in
104546	xNeed	PersonX adapts to PersonY's environment	to find PersonY
60305	xAttr	PersonX addresses the ___ directly	direct
60274	xIntent	PersonX addresses the ___ directly	to face up to __
60295	xNeed	PersonX addresses the ___ directly	to have a mic
3575	xAttr	PersonX addresses women 's ___	informed
3545	xIntent	PersonX addresses women 's ___	nervous
3567	xNeed	PersonX addresses women 's ___	to be informed
380125	xAttr	PersonX adds ___ to PersonX's collection	meticulous
380097	xIntent	PersonX adds ___ to PersonX's collection	to expand the collection
380121	xNeed	PersonX adds ___ to PersonX's collection	to go to the thrift shop
101339	xAttr	PersonX adds ___ to injury	wrong
101306	xIntent	PersonX adds ___ to injury	to add more problems
101327	xNeed	PersonX adds ___ to injury	make the situation worse
29811	xAttr	PersonX adds ___ to the fire	useful
29781	xIntent	PersonX adds ___ to the fire	to keep the fire going
29803	xNeed	PersonX adds ___ to the fire	to pour more coal from the bag
4765	xAttr	PersonX adds ___ to the flame	malicious
4744	xIntent	PersonX adds ___ to the flame	to create problems
4760	xNeed	PersonX adds ___ to the flame	to be around people who are arguing
581091	xAttr	PersonX adds ___ to the flames	interested
581068	xIntent	PersonX adds ___ to the flames	to be warm during the night
581079	xNeed	PersonX adds ___ to the flames	to start a fire
5303	xAttr	PersonX adds ___ to the list	organized
5270	xIntent	PersonX adds ___ to the list	more
5296	xNeed	PersonX adds ___ to the list	to take a pen
652139	xAttr	PersonX adds another ___	leader
652110	xIntent	PersonX adds another ___	to create a new team
652122	xNeed	PersonX adds another ___	to find another thing
527995	xAttr	PersonX adds butter	informed
527970	xIntent	PersonX adds butter	it to taste good
527991	xNeed	PersonX adds butter	Get utensils to scoop butter
