input_text	prefix	target_text	Unnamed: 0
PersonX accidentally fell	xAttr	awkward	
PersonX accidentally fell	xIntent	none	515191.0
PersonX accidentally fell	xReact	hurt	
PersonX accidentally fell	xWant	to get back on their feet	
PersonX accidentally got	xAttr	careless	
PersonX accidentally got	xIntent	none	519752.0
PersonX accidentally got	xReact	happy	
PersonX accidentally got	xWant	to come out OK	
PersonX accidentally hit	xAttr	clumsy.	
PersonX accidentally hit	xIntent	none	400611.0
PersonX accidentally hit	xReact	guilty	
PersonX accidentally hit	xWant	to get bandaged	
PersonX accidentally knocked	xAttr	clumsy	
PersonX accidentally knocked	xIntent	none	404479.0
PersonX accidentally knocked	xReact	sorry	
PersonX accidentally knocked	xWant	to go inside	
PersonX accidentally left	xAttr	careless	
PersonX accidentally left	xIntent	none	477774.0
PersonX accidentally left	xReact	surprised	
PersonX accidentally left	xWant	to come back	
PersonX accidentally put	xAttr	careless	
PersonX accidentally put	xIntent	none	410929.0
PersonX accidentally put	xReact	badly	
PersonX accidentally put	xWant	to correct it	
PersonX accidentally shot	xAttr	careless	
PersonX accidentally shot	xIntent	none	446559.0
PersonX accidentally shot	xReact	upset	
PersonX accidentally shot	xWant	to call the ambulance	
PersonX accidentally spilled	xAttr	upset	
PersonX accidentally spilled	xIntent	none	459204.0
PersonX accidentally spilled	xReact	angry at herself.	
PersonX accidentally spilled	xWant	to clean up	
PersonX accidentally stepped	xAttr	clumsy	
PersonX accidentally stepped	xIntent	none	494532.0
PersonX accidentally stepped	xReact	sad	
PersonX accidentally stepped	xWant	clean his shoes after stepping on dog poop	
PersonX accidentally tripped	xAttr	embarrassed	
PersonX accidentally tripped	xIntent	none	515076.0
PersonX accidentally tripped	xReact	embarrassed	
PersonX accidentally tripped	xWant	to avoid injury	
PersonX accidently left	xAttr	silly	
PersonX accidently left	xIntent	none	691010.0
PersonX accidently left	xReact	frustrated	
PersonX accidently left	xWant	come back to place he left	
PersonX accompanies PersonY far	xAttr	supportive	
PersonX accompanies PersonY far	xIntent	to comfort him	252894.0
PersonX accompanies PersonY far	xReact	happy	
PersonX accompanies PersonY far	xWant	to go home	
PersonX accompanies by PersonX's wife	xAttr	kind	
PersonX accompanies by PersonX's wife	xIntent	to go somewhere	115754.0
PersonX accompanies by PersonX's wife	xReact	good	
PersonX accompanies by PersonX's wife	xWant	Try not to sound stupid.	
PersonX accompanies by PersonY's wife	xAttr	companion	
PersonX accompanies by PersonY's wife	xIntent	none	94131.0
PersonX accompanies by PersonY's wife	xReact	happy	
PersonX accompanies by PersonY's wife	xWant	to take her to the hospital as person Y is out of station	
PersonX accomplishes PersonX's goal	xAttr	determined	
PersonX accomplishes PersonX's goal	xIntent	to achieve a personal goal.	105082.0
PersonX accomplishes PersonX's goal	xReact	excited	
PersonX accomplishes PersonX's goal	xWant	to celebrate	
PersonX accomplishes PersonX's goals	xAttr	positive	
PersonX accomplishes PersonX's goals	xIntent	to be successful	109281.0
PersonX accomplishes PersonX's goals	xReact	happy	
PersonX accomplishes PersonX's goals	xWant	to take a break	
PersonX accomplishes PersonX's mission	xAttr	successful	
PersonX accomplishes PersonX's mission	xIntent	to make the world better	105601.0
PersonX accomplishes PersonX's mission	xReact	good	
PersonX accomplishes PersonX's mission	xWant	to rest	
PersonX accomplishes PersonX's object	xAttr	successful	
PersonX accomplishes PersonX's object	xIntent	to be done.	107907.0
PersonX accomplishes PersonX's object	xReact	happy	
PersonX accomplishes PersonX's object	xWant	celebrate	
PersonX accomplishes PersonX's objectives	xAttr	determined	
PersonX accomplishes PersonX's objectives	xIntent	to be at peace	128556.0
PersonX accomplishes PersonX's objectives	xReact	extremely fulfilled	
PersonX accomplishes PersonX's objectives	xWant	create a new plan	
PersonX accomplishes PersonX's purpose	xAttr	satisfied	
PersonX accomplishes PersonX's purpose	xIntent	to accomplish their goals	108421.0
PersonX accomplishes PersonX's purpose	xReact	accomplished	
PersonX accomplishes PersonX's purpose	xWant	reflect on their achievement	
PersonX accomplishes PersonX's purposes	xAttr	dedicated	
PersonX accomplishes PersonX's purposes	xIntent	to complete his purpose.	127998.0
PersonX accomplishes PersonX's purposes	xReact	happy.	
PersonX accomplishes PersonX's purposes	xWant	to accomplish other purposes	
PersonX accomplishes PersonX's task	xAttr	committed	
PersonX accomplishes PersonX's task	xIntent	to achieve his goal	109699.0
PersonX accomplishes PersonX's task	xReact	proud	
PersonX accomplishes PersonX's task	xWant	to take a break	
PersonX accomplishes PersonX's work	xAttr	skilled	
PersonX accomplishes PersonX's work	xIntent	to gain money	97731.0
PersonX accomplishes PersonX's work	xReact	accomplished	
PersonX accomplishes PersonX's work	xWant	to conclude their day	
PersonX accomplishes PersonY's objectives	xAttr	Successfull	
PersonX accomplishes PersonY's objectives	xIntent	to help.	128918.0
PersonX accomplishes PersonY's objectives	xReact	helpful.	
PersonX accomplishes PersonY's objectives	xWant	to determine more objectives	
PersonX accomplishes PersonY's work	xAttr	helpful	
PersonX accomplishes PersonY's work	xIntent	to achieve goal	651167.0
PersonX accomplishes PersonY's work	xReact	accomplished the work was done	
PersonX accomplishes PersonY's work	xWant	to help person y	
PersonX accuses PersonY of cheating	xAttr	envious	
PersonX accuses PersonY of cheating	xIntent	to get persony in trouble	326316.0
PersonX accuses PersonY of cheating	xReact	justified	
PersonX accuses PersonY of cheating	xWant	to punish	
PersonX aces PersonX's exam	xAttr	responsible	
PersonX aces PersonX's exam	xIntent	to achieve high	289007.0
PersonX aces PersonX's exam	xReact	proud	
PersonX aces PersonX's exam	xWant	to celebrate.	
PersonX aces PersonX's interview	xAttr	ecstatic	
PersonX aces PersonX's interview	xIntent	none	610949.0
PersonX aces PersonX's interview	xReact	proud	
PersonX aces PersonX's interview	xWant	celebrate	
PersonX aces the exam	xAttr	intelligent	
PersonX aces the exam	xIntent	to get an a in the class	638549.0
PersonX aces the exam	xReact	confident in their course knowledge	
PersonX aces the exam	xWant	To succeed	
PersonX aces the test	xAttr	dependable	
PersonX aces the test	xIntent	none	465420.0
PersonX aces the test	xReact	accomplished	
PersonX aces the test	xWant	to learn more	
PersonX achieves PersonX's aim	xAttr	successful	
PersonX achieves PersonX's aim	xIntent	to be successful.	124997.0
PersonX achieves PersonX's aim	xReact	confident and sucessful.	
PersonX achieves PersonX's aim	xWant	To make that goal	
PersonX achieves PersonX's aims	xAttr	accomplished	
PersonX achieves PersonX's aims	xIntent	to succeed in everything	586144.0
PersonX achieves PersonX's aims	xReact	proud of himself	
PersonX achieves PersonX's aims	xWant	to help people achieve their aims	
PersonX achieves PersonX's ends	xAttr	accomplished	
PersonX achieves PersonX's ends	xIntent	finish his plan	95572.0
PersonX achieves PersonX's ends	xReact	productive	
PersonX achieves PersonX's ends	xWant	to be successful	
PersonX achieves PersonX's goal	xAttr	Dedicated	
PersonX achieves PersonX's goal	xIntent	to reach his goal	87172.0
PersonX achieves PersonX's goal	xReact	happy and achieved	
PersonX achieves PersonX's goal	xWant	to work hard	
PersonX achieves PersonX's goals	xAttr	driven	
PersonX achieves PersonX's goals	xIntent	to be successful	83961.0
PersonX achieves PersonX's goals	xReact	fulfilled	
PersonX achieves PersonX's goals	xWant	to celebrate	
PersonX achieves PersonX's objectives	xAttr	smart	
PersonX achieves PersonX's objectives	xIntent	to complete  the exact need	83630.0
PersonX achieves PersonX's objectives	xReact	proud	
PersonX achieves PersonX's objectives	xWant	to show his grades to his mom	
PersonX achieves PersonX's potential	xAttr	hard working	
PersonX achieves PersonX's potential	xIntent	to be capable.	81925.0
PersonX achieves PersonX's potential	xReact	proud	
PersonX achieves PersonX's potential	xWant	to set new target	
PersonX achieves PersonY end	xAttr	accomplished	
PersonX achieves PersonY end	xIntent	none	272707.0
PersonX achieves PersonY end	xReact	concerned	
PersonX achieves PersonY end	xWant	to be successful	
PersonX achieves PersonY goal	xAttr	doesn't make sense	
PersonX achieves PersonY goal	xIntent	to make happy	604137.0
PersonX achieves PersonY goal	xReact	accomplished	
PersonX achieves PersonY goal	xWant	to celebrate	
PersonX achieves PersonY understanding	xAttr	peaceful	
PersonX achieves PersonY understanding	xIntent	convice them	266251.0
PersonX achieves PersonY understanding	xReact	re leaved happy	
PersonX achieves PersonY understanding	xWant	to rest	
PersonX acquires PersonY interest	xAttr	Attractive	
PersonX acquires PersonY interest	xIntent	none	276592.0
PersonX acquires PersonY interest	xReact	great	
PersonX acquires PersonY interest	xWant	to continue being themself	
PersonX acquires PersonY knowledge	xAttr	Skillful	
PersonX acquires PersonY knowledge	xIntent	to be smarter	259876.0
PersonX acquires PersonY knowledge	xReact	more intelligent	
PersonX acquires PersonY knowledge	xWant	to take a test	
PersonX activates a shadow over everyone	xAttr	controlling	
PersonX activates a shadow over everyone	xIntent	none	198197.0
PersonX activates a shadow over everyone	xReact	evil	
PersonX activates a shadow over everyone	xWant	To abuse their power	
PersonX acts PersonX's age	xAttr	sagacious	
PersonX acts PersonX's age	xIntent	to be seen as mature	213576.0
PersonX acts PersonX's age	xReact	mature	
PersonX acts PersonX's age	xWant	be respected	
PersonX acts as PersonY agent	xAttr	helpful	
PersonX acts as PersonY agent	xIntent	to be act	119594.0
PersonX acts as PersonY agent	xReact	obligated	
PersonX acts as PersonY agent	xWant	show off their talent	
PersonX acts as PersonY intermediary	xAttr	a go-between	
PersonX acts as PersonY intermediary	xIntent	to be responsible	241942.0
PersonX acts as PersonY intermediary	xReact	confident	
PersonX acts as PersonY intermediary	xWant	assist and protect PersonY's interests	
PersonX acts funny	xAttr	high on drugs	
PersonX acts funny	xIntent	to amuse someone.	531228.0
PersonX acts funny	xReact	amusing	
PersonX acts funny	xWant	laugh	
PersonX acts in PersonY capacity	xAttr	helpful	
PersonX acts in PersonY capacity	xIntent	to honor his dead commander	253916.0
PersonX acts in PersonY capacity	xReact	honorable	
PersonX acts in PersonY capacity	xWant	fullfill PersonY's duties	
PersonX acts in PersonY manner	xAttr	observant	
PersonX acts in PersonY manner	xIntent	to mock persony	241753.0
PersonX acts in PersonY manner	xReact	guilty	
PersonX acts in PersonY manner	xWant	to mock	
PersonX acts in PersonY way	xAttr	similar	
PersonX acts in PersonY way	xIntent	to achieve their success.	250184.0
PersonX acts in PersonY way	xReact	satisfied	
PersonX acts in PersonY way	xWant	gets	
PersonX acts like PersonY	xAttr	understanding	
PersonX acts like PersonY	xIntent	to be like person.	177390.0
PersonX acts like PersonY	xReact	close to person	
PersonX acts like PersonY	xWant	develop their own personality	
PersonX acts like a PersonY	xAttr	odd	
PersonX acts like a PersonY	xIntent	to be viewed as normal in society.	121902.0
PersonX acts like a PersonY	xReact	normal	
PersonX acts like a PersonY	xWant	to substitute him	
PersonX acts like a man	xAttr	Strong	
PersonX acts like a man	xIntent	to be mature	653969.0
PersonX acts like a man	xReact	nervous	
PersonX acts like a man	xWant	to teach others	
PersonX acts like men	xAttr	masculine	
PersonX acts like men	xIntent	to be manly	263610.0
PersonX acts like men	xReact	satisfied	
PersonX acts like men	xWant	go out in public looking like a man.	
PersonX acts on PersonX's behalf	xAttr	individualistic	
PersonX acts on PersonX's behalf	xIntent	helpful.	111055.0
PersonX acts on PersonX's behalf	xReact	useful.	
PersonX acts on PersonX's behalf	xWant	appreciation.	
PersonX acts on PersonY's behalf	xAttr	moody	
PersonX acts on PersonY's behalf	xIntent	to help	88026.0
PersonX acts on PersonY's behalf	xReact	like they've benefited	
PersonX acts on PersonY's behalf	xWant	to benefit	
PersonX acts quickly	xAttr	nervous	
PersonX acts quickly	xIntent	to gain an advantage	532229.0
PersonX acts quickly	xReact	determined	
PersonX acts quickly	xWant	to finish his work	
PersonX acts strange	xAttr	odd	
PersonX acts strange	xIntent	none	471040.0
PersonX acts strange	xReact	like that's what's paid attention to	
PersonX acts strange	xWant	to feel unique.	
PersonX actually got	xAttr	determined	
PersonX actually got	xIntent	none	498456.0
PersonX actually got	xReact	surprised	
PersonX actually got	xWant	to take care of it.	
PersonX adapts to PersonX's environment	xAttr	reliable	
PersonX adapts to PersonX's environment	xIntent	none	89344.0
PersonX adapts to PersonX's environment	xReact	comfortable	
PersonX adapts to PersonX's environment	xWant	to settle into the situation comfortably	
PersonX adapts to PersonY's environment	xAttr	flexible	
PersonX adapts to PersonY's environment	xIntent	to fit in	104528.0
PersonX adapts to PersonY's environment	xReact	at peace	
PersonX adapts to PersonY's environment	xWant	to accomodate y	
PersonX adds PersonY excess	xAttr	friendly	
PersonX adds PersonY excess	xIntent	none	266842.0
PersonX adds PersonY excess	xReact	unhappy	
PersonX adds PersonY excess	xWant	to hope they like it	
PersonX adds butter	xAttr	compatent	
PersonX adds butter	xIntent	to make the cake taste better	527964.0
PersonX adds butter	xReact	determined	
PersonX adds butter	xWant	Eat the bread	
PersonX adds fuel to the fire	xAttr	emotional	
PersonX adds fuel to the fire	xIntent	to create drama	220743.0
PersonX adds fuel to the fire	xReact	evil	
PersonX adds fuel to the fire	xWant	to win the argument	
PersonX adds insult to injury	xAttr	ashamed	
PersonX adds insult to injury	xIntent	to revenge on person	657875.0
PersonX adds insult to injury	xReact	happy	
PersonX adds insult to injury	xWant	to apologize	
PersonX adds oil	xAttr	hopeful	
PersonX adds oil	xIntent	to cook	216989.0
PersonX adds oil	xReact	active	
PersonX adds oil	xWant	their car to run smoothly.	
PersonX adds salt	xAttr	content	
PersonX adds salt	xIntent	to have a good meal	451730.0
PersonX adds salt	xReact	hungry	
PersonX adds salt	xWant	to eat	
PersonX adds to PersonX's collection	xAttr	rewarding	
PersonX adds to PersonX's collection	xIntent	to admire it	574696.0
PersonX adds to PersonX's collection	xReact	like it's worthy of admiration	
PersonX adds to PersonX's collection	xWant	Organize their new items.	
PersonX adds to PersonX's knowledge	xAttr	studious	
PersonX adds to PersonX's knowledge	xIntent	to always learn new things.	112514.0
PersonX adds to PersonX's knowledge	xReact	ecstatic.	
PersonX adds to PersonX's knowledge	xWant	to be smart	
PersonX adds water	xAttr	smart	
PersonX adds water	xIntent	to dilute their beverage	502119.0
PersonX adds water	xReact	satisfied	
PersonX adds water	xWant	to complete a recipe	
PersonX adjusts PersonY's glasses	xAttr	assertive	
PersonX adjusts PersonY's glasses	xIntent	to be comfortable	187305.0
PersonX adjusts PersonY's glasses	xReact	comfortable	
PersonX adjusts PersonY's glasses	xWant	to stand back and look at whether they're even	
PersonX admires PersonY's work	xAttr	admirier	
PersonX admires PersonY's work	xIntent	to be like person y	644851.0
PersonX admires PersonY's work	xReact	envious	
PersonX admires PersonY's work	xWant	to emulate y	
PersonX admits PersonY was wrong	xAttr	responsible	
PersonX admits PersonY was wrong	xIntent	to be truthful	372109.0
PersonX admits PersonY was wrong	xReact	justified	
PersonX admits PersonY was wrong	xWant	to stay away from PersonY.	
PersonX adopts PersonY approach	xAttr	flexible	
PersonX adopts PersonY approach	xIntent	to be like the other person	109623.0
PersonX adopts PersonY approach	xReact	better	
PersonX adopts PersonY approach	xWant	to emulate PersonY	
PersonX adopts PersonY policy	xAttr	compliant	
PersonX adopts PersonY policy	xIntent	to be more successful	267873.0
PersonX adopts PersonY policy	xReact	determined interested	
PersonX adopts PersonY policy	xWant	to thank PersonY	
PersonX adopts a baby	xAttr	caring	
PersonX adopts a baby	xIntent	to become a parent	697037.0
PersonX adopts a baby	xReact	responsible	
PersonX adopts a baby	xWant	to get a legal rights about adopting	
PersonX adopts a cat	xAttr	nurturing	
PersonX adopts a cat	xIntent	to help an animal in need	404375.0
PersonX adopts a cat	xReact	happy	
PersonX adopts a cat	xWant	Go home	
PersonX adopts a child	xAttr	generous	
PersonX adopts a child	xIntent	to have a child	476864.0
PersonX adopts a child	xReact	happy	
PersonX adopts a child	xWant	take child home	
PersonX adopts a dog	xAttr	Caring	
PersonX adopts a dog	xIntent	a companion	396511.0
PersonX adopts a dog	xReact	loving	
PersonX adopts a dog	xWant	to take the dog home	
PersonX adopts a kitten	xAttr	caring	
PersonX adopts a kitten	xIntent	companionship	466328.0
PersonX adopts a kitten	xReact	alturistic	
PersonX adopts a kitten	xWant	to get food and bedding for kitten	
PersonX adopts a little girl	xAttr	compassionate	
PersonX adopts a little girl	xIntent	to have a daughter.	366629.0
PersonX adopts a little girl	xReact	amazing	
PersonX adopts a little girl	xWant	to bring the girl home	
PersonX adopts a new cat	xAttr	loving	
PersonX adopts a new cat	xIntent	to have a pet	613781.0
PersonX adopts a new cat	xReact	happy	
PersonX adopts a new cat	xWant	spay or neuter cat	
PersonX adopts a pet	xAttr	caring	
PersonX adopts a pet	xIntent	to have a friend.	407156.0
PersonX adopts a pet	xReact	excited	
PersonX adopts a pet	xWant	to play with their pet	
PersonX adopts a puppy	xAttr	Loving	
PersonX adopts a puppy	xIntent	to have a new friend	470962.0
PersonX adopts a puppy	xReact	fulfilled	
PersonX adopts a puppy	xWant	to have a new companion	
PersonX adopts one	xAttr	caring	
PersonX adopts one	xIntent	to care for something	630527.0
PersonX adopts one	xReact	caring	
PersonX adopts one	xWant	to take care	
PersonX adopts the cat	xAttr	caring	
PersonX adopts the cat	xIntent	to have a cuddle buddy at night	409928.0
PersonX adopts the cat	xReact	happy	
PersonX adopts the cat	xWant	buy a litter box	
PersonX adopts the dog	xAttr	kind	
PersonX adopts the dog	xIntent	they want the dog	403691.0
PersonX adopts the dog	xReact	happy and maybe overwhelmed with new responsibility	
PersonX adopts the dog	xWant	go shopping for the dog	
PersonX adopts the kitten	xAttr	caring	
PersonX adopts the kitten	xIntent	be affection	697241.0
PersonX adopts the kitten	xReact	good for having a new friend	
PersonX adopts the kitten	xWant	to have a pet	
PersonX adopts the puppy	xAttr	caring	
PersonX adopts the puppy	xIntent	to care for an animal	507696.0
PersonX adopts the puppy	xReact	happy	
PersonX adopts the puppy	xWant	to be a good pet owner	
PersonX advances PersonX's interests	xAttr	dedicated	
PersonX advances PersonX's interests	xIntent	to get what they want	87006.0
PersonX advances PersonX's interests	xReact	satisfied	
PersonX advances PersonX's interests	xWant	to succeed	
PersonX advances toward PersonY	xAttr	brave	
PersonX advances toward PersonY	xIntent	to talk	669793.0
PersonX advances toward PersonY	xReact	frisky	
PersonX advances toward PersonY	xWant	to confront PersonY	
PersonX advances towards PersonY	xAttr	threatening	
PersonX advances towards PersonY	xIntent	to be near person	119027.0
PersonX advances towards PersonY	xReact	affectionable	
PersonX advances towards PersonY	xWant	to shake person y's hand	
PersonX advances upon PersonY	xAttr	forcefull	
PersonX advances upon PersonY	xIntent	talk	259634.0
PersonX advances upon PersonY	xReact	interested happy	
PersonX advances upon PersonY	xWant	to confront PersonY	
PersonX advises PersonY to go	xAttr	agreeable	
PersonX advises PersonY to go	xIntent	to avoid a fight	670506.0
PersonX advises PersonY to go	xReact	good	
PersonX advises PersonY to go	xWant	to give more advice	
PersonX advises PersonY to take	xAttr	, scared	
PersonX advises PersonY to take	xIntent	to inform another	270899.0
PersonX advises PersonY to take	xReact	helpful	
PersonX advises PersonY to take	xWant	to show PersonY where to buy the medicine	
PersonX affects PersonX's health	xAttr	sickly	
PersonX affects PersonX's health	xIntent	none	292811.0
PersonX affects PersonX's health	xReact	unhealthy	
PersonX affects PersonX's health	xWant	quit addictions	
PersonX affects PersonX's life	xAttr	responsible	
PersonX affects PersonX's life	xIntent	none	107722.0
PersonX affects PersonX's life	xReact	changed	
PersonX affects PersonX's life	xWant	to become popular	
PersonX affects PersonY's ability	xAttr	helpful	
PersonX affects PersonY's ability	xIntent	none	129855.0
PersonX affects PersonY's ability	xReact	surprised	
PersonX affects PersonY's ability	xWant	to be supportive	
PersonX affects PersonY's health	xAttr	aggravating	
PersonX affects PersonY's health	xIntent	none	129362.0
PersonX affects PersonY's health	xReact	nan	
PersonX affects PersonY's health	xWant	to take PersonY to a therapist.	
PersonX affects PersonY's life	xAttr	Careless	
PersonX affects PersonY's life	xIntent	none	78276.0
PersonX affects PersonY's life	xReact	nan	
PersonX affects PersonY's life	xWant	to help Y	
PersonX affects PersonY's lives	xAttr	influencial	
PersonX affects PersonY's lives	xIntent	to be in control	586043.0
PersonX affects PersonY's lives	xReact	obligated	
PersonX affects PersonY's lives	xWant	to celebrate.	
PersonX affords PersonX's rent	xAttr	Spendthrift	
PersonX affords PersonX's rent	xIntent	none	296560.0
PersonX affords PersonX's rent	xReact	satisfied	
PersonX affords PersonX's rent	xWant	Went out on the town.	
PersonX affords PersonY opportunity	xAttr	caring	
PersonX affords PersonY opportunity	xIntent	to be affords	84507.0
PersonX affords PersonY opportunity	xReact	happy good satisfied	
PersonX affords PersonY opportunity	xWant	to see PersonY reach success	
PersonX affords PersonY pleasure	xAttr	rich	
PersonX affords PersonY pleasure	xIntent	to show affection	606382.0
PersonX affords PersonY pleasure	xReact	helpful	
PersonX affords PersonY pleasure	xWant	to make y happy	
PersonX affords PersonY the opportunity	xAttr	selfless.	
PersonX affords PersonY the opportunity	xIntent	to be helpful	265616.0
PersonX affords PersonY the opportunity	xReact	helpful	
PersonX affords PersonY the opportunity	xWant	to follow up with PersonY	
PersonX affords a car	xAttr	flashy	
PersonX affords a car	xIntent	to get a vehicle	418411.0
PersonX affords a car	xReact	content	
PersonX affords a car	xWant	to drive the car.	
PersonX affords a new one	xAttr	Successfull	
PersonX affords a new one	xIntent	likes only new things	344467.0
PersonX affords a new one	xReact	happy	
PersonX affords a new one	xWant	to get another	
PersonX affords anything	xAttr	well to do	
PersonX affords anything	xIntent	to spend money	415736.0
PersonX affords anything	xReact	affluent	
PersonX affords anything	xWant	to go shopping	
PersonX affords braces	xAttr	wealthy	
PersonX affords braces	xIntent	straighter teeth.	422328.0
PersonX affords braces	xReact	lucky	
PersonX affords braces	xWant	Sad	
PersonX affords college	xAttr	well off	
PersonX affords college	xIntent	to get an education	697209.0
PersonX affords college	xReact	successful	
PersonX affords college	xWant	PAY THE FEES	
PersonX affords one	xAttr	content	
PersonX affords one	xIntent	to enjoy something nice	387236.0
PersonX affords one	xReact	happy	
PersonX affords one	xWant	to help his friends	
PersonX affords the trip	xAttr	rich	
PersonX affords the trip	xIntent	a vacation	412159.0
PersonX affords the trip	xReact	happy	
PersonX affords the trip	xWant	go on the trip	
PersonX affords to buy one	xAttr	succuessful	
PersonX affords to buy one	xIntent	none	345259.0
PersonX affords to buy one	xReact	pleased	
PersonX affords to buy one	xWant	to buy it	
PersonX affords to fix it	xAttr	rich	
PersonX affords to fix it	xIntent	to have it running.	412561.0
PersonX affords to fix it	xReact	relieved	
PersonX affords to fix it	xWant	pay the balance	
PersonX agrees and went	xAttr	amicable	
PersonX agrees and went	xIntent	to go experience something new.	416647.0
PersonX agrees and went	xReact	contrite	
PersonX agrees and went	xWant	to get there	
PersonX agrees to a date	xAttr	happy	
PersonX agrees to a date	xIntent	a partner	410728.0
PersonX agrees to a date	xReact	excited	
PersonX agrees to a date	xWant	to take a shower	
PersonX agrees to go	xAttr	cooperative	
PersonX agrees to go	xIntent	to get out and do something	399275.0
PersonX agrees to go	xReact	happy	
PersonX agrees to go	xWant	to go and get ready	
PersonX agrees to go with PersonY	xAttr	brave	
PersonX agrees to go with PersonY	xIntent	to go on a date	342337.0
PersonX agrees to go with PersonY	xReact	happy	
PersonX agrees to go with PersonY	xWant	to enjoy vacation	
PersonX agrees to help PersonY	xAttr	friendly	
PersonX agrees to help PersonY	xIntent	to be friendly.	363756.0
PersonX agrees to help PersonY	xReact	like a good person	
PersonX agrees to help PersonY	xWant	to see what y needs	
PersonX agrees to take PersonY	xAttr	Responsible	
PersonX agrees to take PersonY	xIntent	to lend a hand	365504.0
PersonX agrees to take PersonY	xReact	happy.	
PersonX agrees to take PersonY	xWant	to provide feedback	
PersonX agrees to the date	xAttr	nervous	
PersonX agrees to the date	xIntent	to get to know someone	688762.0
PersonX agrees to the date	xReact	excited	
PersonX agrees to the date	xWant	Go out on date	
PersonX agrees to try it	xAttr	agreeable	
PersonX agrees to try it	xIntent	to have something new	431678.0
PersonX agrees to try it	xReact	disappointed	
PersonX agrees to try it	xWant	do what he agreed to	
PersonX agrees upon by the parties	xAttr	wise	
PersonX agrees upon by the parties	xIntent	to be agreeable	606487.0
PersonX agrees upon by the parties	xReact	satisfied	
PersonX agrees upon by the parties	xWant	send them copies of the agreement	
PersonX aims PersonX's gun	xAttr	fierce	
PersonX aims PersonX's gun	xIntent	to shoot the gun	296289.0
PersonX aims PersonX's gun	xReact	terrified	
PersonX aims PersonX's gun	xWant	To fire	
PersonX airs PersonX's dirty laundry in public	xAttr	Untrustworthy	
PersonX airs PersonX's dirty laundry in public	xIntent	for the world to know x's problems	214969.0
PersonX airs PersonX's dirty laundry in public	xReact	relieved	
