	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	4579	4579	xIntent	PersonX expresses PersonX's gratitude	to be grateful	PersonX سپاسگذاری PersonX را ابراز می دارد	سپاسگزار بودن	PersonX expresses PersonX's gratitude. PersonX intends to be grateful	PersonX سپاسگذاری PersonX را ابراز می دارد. PersonX قصد دارد سپاسگزار باشد	PersonX expresses PersonX's gratitude	 PersonX intends to be grateful	PersonX سپاسگذاری PersonX را ابراز می دارد	 PersonX قصد دارد سپاسگزار باشد
133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	4580	4580	xIntent	PersonX expresses PersonX's gratitude	to show appreciation	PersonX سپاسگذاری PersonX را ابراز می دارد	برای نشان دادن قدردانی	PersonX expresses PersonX's gratitude. PersonX intends to show appreciation	PersonX سپاسگذاری PersonX را ابراز می دارد. PersonX قصد دارد قدردانی کند	PersonX expresses PersonX's gratitude	 PersonX intends to show appreciation	PersonX سپاسگذاری PersonX را ابراز می دارد	 PersonX قصد دارد قدردانی کند
134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	4581	4581	xIntent	PersonX expresses PersonX's gratitude	to show the thankful,happiness,duty	PersonX سپاسگذاری PersonX را ابراز می دارد	برای نشان دادن شکرگزار ، شادی ، وظیفه	PersonX expresses PersonX's gratitude. PersonX intends to show the thankful,happiness,duty	PersonX سپاسگذاری PersonX را ابراز می دارد. PersonX قصد دارد تا شکرگزار ، خوشبختانه و وظیفه خود را نشان دهد	PersonX expresses PersonX's gratitude	 PersonX intends to show the thankful,happiness,duty	PersonX سپاسگذاری PersonX را ابراز می دارد	 PersonX قصد دارد تا شکرگزار ، خوشبختانه و وظیفه خود را نشان دهد
135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	4582	4582	xIntent	PersonX gives PersonY opportunity	to be generous	PersonX به PersonY فرصت می دهد	بخشنده بودن	PersonX gives PersonY opportunity. PersonX intends to be generous	PersonX به PersonY فرصت می دهد. PersonX قصد دارد سخاوتمندانه باشد	PersonX gives PersonY opportunity	 PersonX intends to be generous	PersonX به PersonY فرصت می دهد	 PersonX قصد دارد سخاوتمندانه باشد
136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	4583	4583	xIntent	PersonX gives PersonY opportunity	to be kind	PersonX به PersonY فرصت می دهد	مهربان بودن	PersonX gives PersonY opportunity. PersonX intends to be kind	PersonX به PersonY فرصت می دهد. PersonX قصد دارد مهربان باشد	PersonX gives PersonY opportunity	 PersonX intends to be kind	PersonX به PersonY فرصت می دهد	 PersonX قصد دارد مهربان باشد
137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	4584	4584	xIntent	PersonX gives PersonY opportunity	to see his capabilities	PersonX به PersonY فرصت می دهد	تا توانایی های او را ببیند	PersonX gives PersonY opportunity. PersonX intends to see his capabilities	PersonX به PersonY فرصت می دهد. PersonX قصد دارد قابلیت های خود را ببیند	PersonX gives PersonY opportunity	 PersonX intends to see his capabilities	PersonX به PersonY فرصت می دهد	 PersonX قصد دارد قابلیت های خود را ببیند
138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	4585	4585	xIntent	PersonX gives PersonY opportunity	to give chance to prove	PersonX به PersonY فرصت می دهد	فرصت دادن به اثبات	PersonX gives PersonY opportunity. PersonX intends to give chance to prove	PersonX به PersonY فرصت می دهد. PersonX قصد دارد فرصتی برای اثبات ارائه دهد	PersonX gives PersonY opportunity	 PersonX intends to give chance to prove	PersonX به PersonY فرصت می دهد	 PersonX قصد دارد فرصتی برای اثبات ارائه دهد
139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	4586	4586	xIntent	PersonX gives PersonY opportunity	to be helpful to person	PersonX به PersonY فرصت می دهد	برای شخص مفید باشد	PersonX gives PersonY opportunity. PersonX intends to be helpful to person	PersonX به PersonY فرصت می دهد. PersonX قصد دارد برای شخص مفید باشد	PersonX gives PersonY opportunity	 PersonX intends to be helpful to person	PersonX به PersonY فرصت می دهد	 PersonX قصد دارد برای شخص مفید باشد
140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	4587	4587	xIntent	PersonX gives PersonY opportunity	none	PersonX به PersonY فرصت می دهد	هیچ یک	PersonX gives PersonY opportunity. PersonX intends none	PersonX به PersonY فرصت می دهد. PersonX قصد هیچ کدام را ندارد	PersonX gives PersonY opportunity	 PersonX intends none	PersonX به PersonY فرصت می دهد	 PersonX قصد هیچ کدام را ندارد
141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	4588	4588	xIntent	PersonX gives PersonY opportunity	to give them a chance	PersonX به PersonY فرصت می دهد	تا به آنها فرصتی بدهد	PersonX gives PersonY opportunity. PersonX intends to give them a chance	PersonX به PersonY فرصت می دهد. PersonX قصد دارد به آنها فرصتی بدهد	PersonX gives PersonY opportunity	 PersonX intends to give them a chance	PersonX به PersonY فرصت می دهد	 PersonX قصد دارد به آنها فرصتی بدهد
142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	4589	4589	xIntent	PersonX gives PersonY opportunity	to promote a team memeber	PersonX به PersonY فرصت می دهد	برای ارتقا یک عضو تیم	PersonX gives PersonY opportunity. PersonX intends to promote a team memeber	PersonX به PersonY فرصت می دهد. PersonX قصد دارد یکی از اعضای تیم را ارتقا دهد	PersonX gives PersonY opportunity	 PersonX intends to promote a team memeber	PersonX به PersonY فرصت می دهد	 PersonX قصد دارد یکی از اعضای تیم را ارتقا دهد
143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	4590	4590	xIntent	PersonX runs for PersonX's lives	none	PersonX برای زندگی PersonX اجرا می شود	هیچ یک	PersonX runs for PersonX's lives. PersonX intends none	PersonX برای زندگی PersonX اجرا می شود. PersonX قصد هیچ کدام را ندارد	PersonX runs for PersonX's lives	 PersonX intends none	PersonX برای زندگی PersonX اجرا می شود	 PersonX قصد هیچ کدام را ندارد
144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	4591	4591	xIntent	PersonX runs for PersonX's lives	to be safe	PersonX برای زندگی PersonX اجرا می شود	ایمن بودن	PersonX runs for PersonX's lives. PersonX intends to be safe	PersonX برای زندگی PersonX اجرا می شود. PersonX قصد دارد که ایمن باشد	PersonX runs for PersonX's lives	 PersonX intends to be safe	PersonX برای زندگی PersonX اجرا می شود	 PersonX قصد دارد که ایمن باشد
145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	4592	4592	xIntent	PersonX runs for PersonX's lives	to keep themselves safe	PersonX برای زندگی PersonX اجرا می شود	تا خود را ایمن نگه دارند	PersonX runs for PersonX's lives. PersonX intends to keep themselves safe	PersonX برای زندگی PersonX اجرا می شود. PersonX قصد دارد خود را در امان نگه دارد	PersonX runs for PersonX's lives	 PersonX intends to keep themselves safe	PersonX برای زندگی PersonX اجرا می شود	 PersonX قصد دارد خود را در امان نگه دارد
146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	4593	4593	xIntent	PersonX runs for PersonX's lives	to run from danger	PersonX برای زندگی PersonX اجرا می شود	برای فرار از خطر	PersonX runs for PersonX's lives. PersonX intends to run from danger	PersonX برای زندگی PersonX اجرا می شود. PersonX قصد دارد از خطر فرار کند	PersonX runs for PersonX's lives	 PersonX intends to run from danger	PersonX برای زندگی PersonX اجرا می شود	 PersonX قصد دارد از خطر فرار کند
147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	4594	4594	xIntent	PersonX increases PersonX's productivity	to be more productive	PersonX بهره وری PersonX را افزایش می دهد	بهره وری بیشتر بودن	PersonX increases PersonX's productivity. PersonX intends to be more productive	PersonX بهره وری PersonX را افزایش می دهد. PersonX قصد دارد بهره وری بیشتری داشته باشد	PersonX increases PersonX's productivity	 PersonX intends to be more productive	PersonX بهره وری PersonX را افزایش می دهد	 PersonX قصد دارد بهره وری بیشتری داشته باشد
148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	4595	4595	xIntent	PersonX increases PersonX's productivity	to get a better evaluation	PersonX بهره وری PersonX را افزایش می دهد	تا ارزیابی بهتری داشته باشید	PersonX increases PersonX's productivity. PersonX intends to get a better evaluation	PersonX بهره وری PersonX را افزایش می دهد. PersonX قصد دارد ارزیابی بهتری داشته باشد	PersonX increases PersonX's productivity	 PersonX intends to get a better evaluation	PersonX بهره وری PersonX را افزایش می دهد	 PersonX قصد دارد ارزیابی بهتری داشته باشد
149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	4596	4596	xIntent	PersonX gives PersonY example	i got gives person	PersonX مثالی از PersonY می دهد	من به شخص می دهم	PersonX gives PersonY example. PersonX intends i got gives person	PersonX مثالی از PersonY می دهد. PersonX قصد دارد من به فرد بدهم	PersonX gives PersonY example	 PersonX intends i got gives person	PersonX مثالی از PersonY می دهد	 PersonX قصد دارد من به فرد بدهم
150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	4597	4597	xIntent	PersonX gives PersonY example	to make his point clearer	PersonX مثالی از PersonY می دهد	تا حرف او روشن تر شود	PersonX gives PersonY example. PersonX intends to make his point clearer	PersonX مثالی از PersonY می دهد. PersonX قصد دارد نظر خود را روشن تر کند	PersonX gives PersonY example	 PersonX intends to make his point clearer	PersonX مثالی از PersonY می دهد	 PersonX قصد دارد نظر خود را روشن تر کند
151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	4598	4598	xIntent	PersonX gives PersonY example	to get persony's point across	PersonX مثالی از PersonY می دهد	برای جلب نظر شخصیت	PersonX gives PersonY example. PersonX intends to get persony's point across	PersonX مثالی از PersonY می دهد. PersonX قصد دارد نظر شخصی را جلب کند	PersonX gives PersonY example	 PersonX intends to get persony's point across	PersonX مثالی از PersonY می دهد	 PersonX قصد دارد نظر شخصی را جلب کند
152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	4599	4599	xIntent	PersonX gives PersonY example	to be helpful.	PersonX مثالی از PersonY می دهد	مفید بودن	PersonX gives PersonY example. PersonX intends to be helpful.	PersonX مثالی از PersonY می دهد. PersonX قصد دارد مفید واقع شود.	PersonX gives PersonY example	 PersonX intends to be helpful	PersonX مثالی از PersonY می دهد	 PersonX قصد دارد مفید واقع شود
153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	4600	4600	xIntent	PersonX gives PersonY example	show y what's what.	PersonX مثالی از PersonY می دهد	نشان می دهد چه چیزی است.	PersonX gives PersonY example. PersonX intends show y what's what.	PersonX مثالی از PersonY می دهد. PersonX قصد دارد به شما نشان دهد چه چیزی چیست.	PersonX gives PersonY example	 PersonX intends show y what's what	PersonX مثالی از PersonY می دهد	 PersonX قصد دارد به شما نشان دهد چه چیزی چیست
154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	4601	4601	xIntent	PersonX takes PersonY's lives	none	PersonX زندگی PersonY را می گیرد	هیچ یک	PersonX takes PersonY's lives. PersonX intends none	PersonX زندگی PersonY را می گیرد. PersonX قصد هیچ کدام را ندارد	PersonX takes PersonY's lives	 PersonX intends none	PersonX زندگی PersonY را می گیرد	 PersonX قصد هیچ کدام را ندارد
155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	4602	4602	xIntent	PersonX effects PersonX's escape	to be free	PersonX فرار PersonX را تحت تأثیر قرار می دهد	آزاد بودن	PersonX effects PersonX's escape. PersonX intends to be free	PersonX فرار PersonX را تحت تأثیر قرار می دهد. PersonX قصد دارد رایگان باشد	PersonX effects PersonX's escape	 PersonX intends to be free	PersonX فرار PersonX را تحت تأثیر قرار می دهد	 PersonX قصد دارد رایگان باشد
156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	4603	4603	xIntent	PersonX asks PersonY to marry	to get married	PersonX از PersonY می خواهد که ازدواج کند	ازدواج	PersonX asks PersonY to marry. PersonX intends to get married	PersonX از PersonY می خواهد که ازدواج کند. PersonX قصد ازدواج دارد	PersonX asks PersonY to marry	 PersonX intends to get married	PersonX از PersonY می خواهد که ازدواج کند	 PersonX قصد ازدواج دارد
157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	4604	4604	xIntent	PersonX asks PersonY to marry	to marry a person	PersonX از PersonY می خواهد که ازدواج کند	برای ازدواج با یک نفر	PersonX asks PersonY to marry. PersonX intends to marry a person	PersonX از PersonY می خواهد که ازدواج کند. PersonX قصد دارد با شخصی ازدواج کند	PersonX asks PersonY to marry	 PersonX intends to marry a person	PersonX از PersonY می خواهد که ازدواج کند	 PersonX قصد دارد با شخصی ازدواج کند
158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	4605	4605	xIntent	PersonX asks PersonY to marry	to be with them forever	PersonX از PersonY می خواهد که ازدواج کند	تا همیشه با آنها باشم	PersonX asks PersonY to marry. PersonX intends to be with them forever	PersonX از PersonY می خواهد که ازدواج کند. PersonX قصد دارد برای همیشه در کنار آنها باشد	PersonX asks PersonY to marry	 PersonX intends to be with them forever	PersonX از PersonY می خواهد که ازدواج کند	 PersonX قصد دارد برای همیشه در کنار آنها باشد
159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	4606	4606	xIntent	PersonX carries PersonY along	to help their friend home	PersonX PersonY را به همراه دارد	تا به دوستشان در خانه کمک کنند	PersonX carries PersonY along. PersonX intends to help their friend home	PersonX PersonY را به همراه دارد. PersonX قصد دارد به خانه دوست خود کمک کند	PersonX carries PersonY along	 PersonX intends to help their friend home	PersonX PersonY را به همراه دارد	 PersonX قصد دارد به خانه دوست خود کمک کند
160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	4607	4607	xIntent	PersonX carries PersonY along	to help person	PersonX PersonY را به همراه دارد	برای کمک به شخص	PersonX carries PersonY along. PersonX intends to help person	PersonX PersonY را به همراه دارد. PersonX قصد دارد به شخص کمک کند	PersonX carries PersonY along	 PersonX intends to help person	PersonX PersonY را به همراه دارد	 PersonX قصد دارد به شخص کمک کند
161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	4608	4608	xIntent	PersonX lays hands on PersonY	to start a fight	PersonX روی PersonY دست می گذارد	برای شروع یک دعوا	PersonX lays hands on PersonY. PersonX intends to start a fight	PersonX روی PersonY دست می گذارد. PersonX قصد دارد یک مبارزه را شروع کند	PersonX lays hands on PersonY	 PersonX intends to start a fight	PersonX روی PersonY دست می گذارد	 PersonX قصد دارد یک مبارزه را شروع کند
162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	4609	4609	xIntent	PersonX lays hands on PersonY	to be in control of the situation.	PersonX روی PersonY دست می گذارد	برای کنترل اوضاع	PersonX lays hands on PersonY. PersonX intends to be in control of the situation.	PersonX روی PersonY دست می گذارد. PersonX قصد دارد شرایط را کنترل کند.	PersonX lays hands on PersonY	 PersonX intends to be in control of the situation	PersonX روی PersonY دست می گذارد	 PersonX قصد دارد شرایط را کنترل کند
163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	4610	4610	xIntent	PersonX lays hands on PersonY	to touch the person.	PersonX روی PersonY دست می گذارد	برای لمس کردن شخص.	PersonX lays hands on PersonY. PersonX intends to touch the person.	PersonX روی PersonY دست می گذارد. PersonX قصد دارد فرد را لمس کند.	PersonX lays hands on PersonY	 PersonX intends to touch the person	PersonX روی PersonY دست می گذارد	 PersonX قصد دارد فرد را لمس کند
164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	4611	4611	xIntent	PersonX lays hands on PersonY	to heal the person.	PersonX روی PersonY دست می گذارد	برای بهبودی شخص.	PersonX lays hands on PersonY. PersonX intends to heal the person.	PersonX روی PersonY دست می گذارد. PersonX قصد دارد فرد را شفا دهد.	PersonX lays hands on PersonY	 PersonX intends to heal the person	PersonX روی PersonY دست می گذارد	 PersonX قصد دارد فرد را شفا دهد
165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	4612	4612	xIntent	PersonX plays PersonX's part	to participate	PersonX نقش PersonX را بازی می کند	به شرکت	PersonX plays PersonX's part. PersonX intends to participate	PersonX نقش PersonX را بازی می کند. PersonX قصد دارد در آن شرکت کند	PersonX plays PersonX's part	 PersonX intends to participate	PersonX نقش PersonX را بازی می کند	 PersonX قصد دارد در آن شرکت کند
166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	4613	4613	xIntent	PersonX plays PersonX's part	to be nice	PersonX نقش PersonX را بازی می کند	خوب بودن	PersonX plays PersonX's part. PersonX intends to be nice	PersonX نقش PersonX را بازی می کند. PersonX قصد دارد خوب باشد	PersonX plays PersonX's part	 PersonX intends to be nice	PersonX نقش PersonX را بازی می کند	 PersonX قصد دارد خوب باشد
167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	4614	4614	xIntent	PersonX plays PersonX's part	to be responsible	PersonX نقش PersonX را بازی می کند	مسئول بودن	PersonX plays PersonX's part. PersonX intends to be responsible	PersonX نقش PersonX را بازی می کند. PersonX قصد دارد مسئولیت پذیر باشد	PersonX plays PersonX's part	 PersonX intends to be responsible	PersonX نقش PersonX را بازی می کند	 PersonX قصد دارد مسئولیت پذیر باشد
168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	4615	4615	xIntent	PersonX says would go	to attend the conference	PersonX می گوید	برای شرکت در کنفرانس	PersonX says would go. PersonX intends to attend the conference	PersonX می گوید PersonX قصد دارد در این کنفرانس شرکت کند	PersonX says would go	 PersonX intends to attend the conference	PersonX می گوید 	PersonX قصد دارد در این کنفرانس شرکت کند
169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	4616	4616	xIntent	PersonX understands PersonX's significance	to respect themselves more	PersonX اهمیت PersonX را درک می کند	تا بیشتر به خود احترام بگذارند	PersonX understands PersonX's significance. PersonX intends to respect themselves more	PersonX اهمیت PersonX را درک می کند. PersonX قصد دارد بیشتر به خود احترام بگذارد	PersonX understands PersonX's significance	 PersonX intends to respect themselves more	PersonX اهمیت PersonX را درک می کند	 PersonX قصد دارد بیشتر به خود احترام بگذارد
170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	4617	4617	xIntent	PersonX understands PersonX's significance	to give more value to themselves	PersonX اهمیت PersonX را درک می کند	تا ارزش بیشتری به خود بدهند	PersonX understands PersonX's significance. PersonX intends to give more value to themselves	PersonX اهمیت PersonX را درک می کند. PersonX قصد دارد ارزش بیشتری به خود بدهد	PersonX understands PersonX's significance	 PersonX intends to give more value to themselves	PersonX اهمیت PersonX را درک می کند	 PersonX قصد دارد ارزش بیشتری به خود بدهد
171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	4618	4618	xIntent	PersonX becomes PersonY instrument	to be becomes instrument	PersonX ابزار PersonY می شود	بودن می شود ابزار	PersonX becomes PersonY instrument. PersonX intends to be becomes instrument	PersonX ابزار PersonY می شود. PersonX قصد دارد ابزار شود	PersonX becomes PersonY instrument	 PersonX intends to be becomes instrument	PersonX ابزار PersonY می شود	 PersonX قصد دارد ابزار شود
