id	prefix	input_text	top	input_text_fa	target_text_fa	pred1_score	pred_text1	nli_group	top	all_preds	target_text
68270.0	xIntent	PersonX asks PersonY to say	to be helpful	PersonX از PersonY می خواهد که بگوید	مفید بودن	0.61	help	entailment	to be helpful	none<br />none.<br />help<br /><br />social	persony to talk<br />persony to tell personx something<br />persony to convey information<br />to be helpful<br />controlling
2297.0	xIntent	PersonX accepts ___ in exchange	happy	PersonX در عوض ___ را می پذیرد	خوشحال	0.61		entailment	happy	none<br />none.<br />help<br />noney<br />	happy<br />accepts the dress in exchange
34571.0	xIntent	PersonX asks PersonY's mother for help	to find answer	PersonX از مادر PersonY کمک می خواهد	برای یافتن پاسخ	0.6	help	entailment	to find answer	none<br />none.<br />help<br /><br />social	to find answer<br />to figure out how to knit<br />to get support<br />personx cannot do it alone
9356.0	xIntent	PersonX bases on PersonX's experience	wise	PersonX بر اساس تجربه PersonX است	عاقلانه	0.6		neutral	wise	none<br />none.<br />help<br /><br />social	veteran<br />wise
42074.0	xIntent	PersonX asks ___ to go with PersonY	to facilitate a friendship	PersonX از ___ می خواهد که با PersonY برود	برای تسهیل دوستی	0.59	social	entailment	to facilitate a friendship	none<br />none.<br />help<br /><br />social	them to have someone with them while they go<br />to go on a date with persony<br />to facilitate a friendship
66056.0	xIntent	PersonX achieves PersonX's objective	to complete something	PersonX به هدف PersonX می رسد	برای تکمیل چیزی	0.58	help	neutral	to complete something	none<br />none.<br />help<br />noney<br />	to complete something<br />to accomplish a goal<br />to complete a goal<br />appease himself
73358.0	xIntent	PersonX answers PersonY's letter	to reply	PersonX به نامه PersonY پاسخ می دهد	برای ارسال پاسخ	0.58		neutral	to reply	none<br />none.<br />help<br />noney<br />	to be respectful<br />to reply<br />to respond to y
30727.0	xIntent	PersonX affords PersonY protection	to help person y	PersonX از PersonY محافظت می کند	برای کمک به شخص y	0.58	help	entailment	to help person y	none<br />none.<br />help<br /><br />social	to help person y<br />to be protective of person y.<br />to make person y feel secure.<br />owes person y a debt
70806.0	xIntent	PersonX accepts the invitation	to go	PersonX دعوت را می پذیرد	رفتن	0.57		neutral	to go	none<br />none.<br />help<br />noney<br />	to go<br />to be with other people<br />to have fun<br />to be polite<br />to see some people
56539.0	xIntent	PersonX arrives just in time	polite	PersonX به موقع می رسد	با ادب	0.57		neutral	polite	none<br />none.<br />help<br />noney<br />	to start the race<br />to be on  time<br />polite
20849.0	xIntent	PersonX asks PersonY to stay	to talk	PersonX از PersonY می خواهد که بماند	صحبت کردن	0.56		neutral	to talk	none<br />none.<br />help<br /><br />social	to talk<br />to not be alone<br />more off this person's company
44684.0	xIntent	PersonX accepts the offer	the job	PersonX این پیشنهاد را می پذیرد	کار	0.56		neutral	the job	none<br />none.<br />help<br />noney<br />	the job<br />to make a deal<br />to get the new job<br />to benefit from it
32268.0	xIntent	PersonX asks PersonY's boyfriend	to be informed	PersonX از دوست پسر PersonY می پرسد	مطلع شدن	0.56		neutral	to be informed	none<br />none.<br />help<br /><br />social	to know what he did last night<br />to be informed
27615.0	xIntent	PersonX attends PersonY school	an education	PersonX در مدرسه PersonY تحصیل می کند	یک آموزش	0.55	social	contradiction	an education	none<br />none.<br />help<br /><br />social	an education<br />to be in school
9280.0	xIntent	PersonX adopts PersonY attitude	change	PersonX نگرش PersonY را اتخاذ می کند	تغییر دادن	0.54		entailment	change	none<br />none.<br />help<br /><br />social	to act as the person<br />change
73555.0	xIntent	PersonX asks PersonY's teacher	to get information.	PersonX از معلم PersonY س asksال می کند	برای گرفتن اطلاعات.	0.54		entailment	to get information.	none<br />none.<br />help<br /><br />social	to get information.
14471.0	xIntent	PersonX arrives at PersonY understanding	to accepting	PersonX به درک PersonY می رسد	قبول کردن	0.54		neutral	to accepting	none<br />none.<br />help<br />noney<br />	to accepting
57452.0	xIntent	PersonX answers the question	to help people	PersonX به این س answersال پاسخ می دهد	برای کمک به مردم	0.53	help	entailment	to help people	none<br />none.<br />help<br />noney<br />	to be cooperative<br />to help people
53587.0	xIntent	PersonX accepts the job	to work	PersonX شغل را می پذیرد	برای کار	0.53		neutral	to work	none<br />none.<br />help<br />noney<br />	to work<br />to be employed<br />to make money<br />to get a better career<br />to get better pay<br />to support their family
9592.0	xIntent	PersonX accepts PersonY invitation	the appreciation	PersonX دعوت PersonY را می پذیرد	قدردانی	0.53		entailment	the appreciation	none<br />none.<br />help<br />noney<br />	to enjoy his time<br />the appreciation<br />to go the invited program<br />to see person<br />to gain person's friendship
11688.0	xIntent	PersonX accepts PersonY offer	job	PersonX پیشنهاد PersonY را می پذیرد	کار	0.53		neutral	job	none<br />none.<br />help<br />noney<br />	to gain something<br />job<br />to be paid
46191.0	xIntent	PersonX always tries	to succeed	PersonX همیشه تلاش می کند	موفق شدن	0.52		neutral	to succeed	none<br />none.<br />help<br />noney<br />	to do their best<br />to never give up<br />to succeed<br />to give the best effor<br />to commit
17070.0	xIntent	PersonX accepts PersonY's offer	to obtain something.	PersonX پیشنهاد PersonY را می پذیرد	بدست آوردن چیزی.	0.51		entailment	to obtain something.	none<br />none.<br />help<br />noney<br />	to buy the things<br />to obtain something.<br />to form agreement<br />to move past disagreement
33724.0	xIntent	PersonX asks PersonY's grandma	an advice.	PersonX از مادربزرگ PersonY می پرسد	یک نصیحت.	0.5	help	entailment	an advice.	none<br />none.<br />help<br /><br />social	to see if he can come over for dinner<br />an advice.<br />to ask with person y's grandmother
62932.0	xIntent	PersonX also loved ___	to be entertained	PersonX همچنین ___ را دوست داشت	سرگرم شدن	0.5		neutral	to be entertained	none<br />none.<br />help<br />noney<br />	to be entertained<br />to enjoy themselves
53336.0	xIntent	PersonX arranges a date	to help their friend	PersonX یک تاریخ را ترتیب می دهد	برای کمک به دوستشان	0.5	social	entailment	to help their friend	none<br />none.<br />help<br /><br />social	to have a date at that time<br />to help their friend<br />to hang out
29251.0	xIntent	PersonX asks PersonY to play	company	PersonX از PersonY می خواهد بازی کند	شرکت	0.49		neutral	company	none<br />none.<br />help<br /><br />social	to spend time with someone<br />to have fun<br />company
75712.0	xIntent	PersonX bakes PersonX's own bread	to be useful	PersonX نان شخصی PersonX را می پزد	مفید بودن	0.49	help	entailment	to be useful	none<br />none.<br />help<br /><br />social	to be useful<br />to eat fresh homemade bread<br />to be healthy
77172.0	xIntent	PersonX arrives home	to relax	PersonX به خانه می رسد	آرام شدن	0.48		neutral	to relax	none<br />none.<br />help<br />noney<br />	to be at their house<br />to relax
39884.0	xIntent	PersonX asks if PersonY was okay	to gain knowledge	PersonX می پرسد آیا PersonY مشکلی ندارد؟	برای به دست آوردن دانش	0.48	help	neutral	to gain knowledge	none<br />none.<br />help<br /><br />social	to know if he can help persony.<br />to gain knowledge
51195.0	xIntent	PersonX asks to play	to be involved	PersonX درخواست بازی می کند	درگیر شدن	0.48		neutral	to be involved	none<br />none.<br />help<br /><br />social	to relax  his mind<br />to be part of a group<br />to be involved
12032.0	xIntent	PersonX asks PersonY to go	to do work	PersonX از PersonY می خواهد که برود	کار انجام دادن	0.48	help	entailment	to do work	none<br />none.<br />help<br /><br />social	to be inclusive<br />to do work<br />to buy
10549.0	xIntent	PersonX answers PersonX's purpose	to have meaning.	PersonX به هدف PersonX پاسخ می دهد	معنی داشتن	0.48		entailment	to have meaning.	none<br />none.<br />help<br />noney<br />	to have meaning.
10578.0	xIntent	PersonX accepts PersonY's invitation	to see persony	PersonX دعوت PersonY را می پذیرد	شخصیتی دیدن	0.47		neutral	to see persony	none<br />none.<br />help<br />noney<br />	to be polite<br />to see persony<br />to not disappoint persony<br />they want to go out with persony<br />they want to be polite<br />they want to attend the event
53380.0	xIntent	PersonX also decided	in  charge.	PersonX نیز تصمیم گرفت	مسئول	0.47		entailment	in  charge.	none<br />none.<br />help<br />noney<br />	to think that conclusion is right<br />in  charge.
70632.0	xIntent	PersonX agrees to the challenge	to conquer something	PersonX با این چالش موافقت می کند	برای تسخیر چیزی	0.46		neutral	to conquer something	none<br />none.<br />help<br />noney<br />	to prove his power<br />to fulfill his dream to eat as much ice cream as possible<br />to conquer something
45373.0	xIntent	PersonX always wore	to be consistent.	PersonX همیشه می پوشید	ثابت قدم بودن	0.46		entailment	to be consistent.	none<br />none.<br />help<br />noney<br />	to be consistent.
11514.0	xIntent	PersonX becomes PersonY wife	to be together	PersonX همسر PersonY می شود	برای با هم بودن	0.46		neutral	to be together	none<br />none.<br />help<br />noney<br />	to be becomes<br />to be secure<br />to be together
44791.0	xIntent	PersonX answers the door	see who is there	PersonX جواب در را می دهد	ببین کی اونجاست	0.46		neutral	see who is there	none<br />none.<br />help<br />noney<br />	see who is there<br />to greet his friend<br />to see who is at the door
6424.0	xIntent	PersonX achieves PersonX's ___ by means	to achieve goal	PersonX به وسیله ___ PersonX به دست می آید	برای رسیدن به هدف	0.45	help	contradiction	to achieve goal	none<br />none.<br />help<br />noney<br />	to achieve goal
69644.0	xIntent	PersonX arrives home from work	to rest	PersonX از محل کار به خانه می رسد	استراحت کردن	0.45		neutral	to rest	none<br />none.<br />help<br />noney<br />	to rest<br />to get home
63303.0	xIntent	PersonX always wore ___	to be consistent	PersonX همیشه ___ می پوشید	ثابت قدم بودن	0.45		neutral	to be consistent	none<br />none.<br />help<br />noney<br />	to be consistent<br />to look good.
20010.0	xIntent	PersonX answers PersonY's question	inform the person	PersonX به پرسش PersonY پاسخ می دهد	به شخص اطلاع دهید	0.44		neutral	inform the person	none<br />none.<br />help<br />noney<br />	let the inquirer get their answer<br />inform the person
78545.0	xIntent	PersonX argues a lot	to be controversial	PersonX بحث های زیادی دارد	بحث برانگیز بودن	0.44		entailment	to be controversial	none<br />none.<br />help<br />noney<br />	his opinion to be recognized as valid<br />to release stress<br />to be controversial<br />convince someone
53731.0	xIntent	PersonX always ate	to release stress	PersonX همیشه غذا می خورد	تا استرس را آزاد کند	0.43	help	neutral	to release stress	none<br />none.<br />help<br />noney<br />	to statisfy hunger<br />to release stress
428.0	xIntent	PersonX affects children 's ___	to hurt	PersonX بر روی کودکان ___ تأثیر می گذارد	آسیب زدن	0.43		neutral	to hurt	none<br />none.<br />help<br />noney<br />	i like to very satisfied<br />to hurt
59486.0	xIntent	PersonX begs for food	to eat	PersonX برای غذا گدایی می کند	خوردن	0.43		neutral	to eat	none<br />none.<br />help<br /><br />social	to eat
31206.0	xIntent	PersonX amends PersonY act	to make things right.	PersonX عمل PersonY را اصلاح می کند	درست کردن کارها	0.42		entailment	to make things right.	none<br />none.<br />help<br /><br />social	to make things right.<br />to fix the act.
9635.0	xIntent	PersonX addresses PersonY audience	to give speech	PersonX مخاطبان PersonY را مخاطب قرار می دهد	سخنرانی کردن	0.42		neutral	to give speech	none<br />none.<br />help<br /><br />social	to give speech<br />to direct attention<br />to provide background
12557.0	xIntent	PersonX becomes PersonY's wife	to marry y	PersonX همسر PersonY می شود	ازدواج با تو	0.41		neutral	to marry y	none<br />none.<br />help<br /><br />social	be person y's wife<br />to marry y
3221.0	xIntent	PersonX achieves ___ by means	to be in control	PersonX به وسیله ___ به دست می آورد	تحت کنترل بودن	0.41		neutral	to be in control	none<br />none.<br />help<br />noney<br />	tried hard to come back<br />to be in control
6205.0	xIntent	PersonX affects every ___	personal object	PersonX بر هر ___ تأثیر می گذارد	شی شخصی	0.41		entailment	personal object	none<br />none.<br />help<br />noney<br />	personal object
34167.0	xIntent	PersonX achieves PersonX's dream	to achieve the dream	PersonX به آرزوی PersonX می رسد	برای رسیدن به رویا	0.41		entailment	to achieve the dream	none<br />none.<br />help<br />noney<br />	to be an astronaut<br />to achieve the dream
30658.0	xIntent	PersonX becomes fast friends	to know more people	PersonX سریع دوست می شود	برای شناختن افراد بیشتر	0.41		neutral	to know more people	none<br />none.<br />help<br />noney<br />	more friends<br />to know more people
25678.0	xIntent	PersonX asks for the moon	to be greedy	PersonX ماه را می خواهد	حرص خوردن	0.41		neutral	to be greedy	none<br />none.<br />help<br /><br />social	to be greedy
31677.0	xIntent	PersonX accepts PersonX's diploma	to graduate	PersonX دیپلم PersonX را می پذیرد	فارغالتحصیل شدن	0.41		neutral	to graduate	none<br />none.<br />help<br />noney<br />	to graduate from high school<br />to graduate
3407.0	xIntent	PersonX becomes fast ___	to be social	PersonX سریع ___ می شود	اجتماعی بودن	0.4		neutral	to be social	none<br />none.<br />help<br />noney<br />	to be social
65662.0	xIntent	PersonX affords another ___	this is example for others	PersonX ___ دیگری تهیه می کند	این نمونه ای برای دیگران است	0.39	social	entailment	this is example for others	none<br />none.<br />help<br /><br />social	to clearly explain the concept<br />this is example for others
4057.0	xIntent	PersonX affords PersonY every ___	to show kindness	PersonX هر ___ PersonY را خریداری می کند	مهربانی نشان دادن	0.38		entailment	to show kindness	none<br />none.<br />help<br />noney<br />	job facility in good<br />to show kindness
49985.0	xIntent	PersonX asks to go home	to go rest	PersonX می خواهد به خانه خود برود	برای استراحت رفتن	0.37		neutral	to go rest	none<br />none.<br />help<br /><br />social	to go rest
55751.0	xIntent	PersonX attends school	to learn new things	PersonX در مدرسه تحصیل می کند	برای یادگیری چیزهای جدید	0.36	help	neutral	to learn new things	none<br />none.<br />help<br /><br />social	to get educated<br />to learn new things<br />to be educated
33684.0	xIntent	PersonX asks PersonX's grandma	to visit her.	PersonX از مادربزرگ PersonX می پرسد	برای دیدار او.	0.36		neutral	to visit her.	none<br />none.<br />help<br /><br />social	to visit her.<br />to know if he can come over<br />to know where his mother has gone<br />to confirm his use of new suit to the function
50869.0	xIntent	PersonX arrives to the restaurant	to have lunch with friends	PersonX به رستوران می رسد	ناهار را با دوستان بخورم	0.36	social	entailment	to have lunch with friends	none<br />none.<br />help<br /><br />social	to join his friends for dinner<br />to take food for his family<br />to have lunch with friends<br />to eat dinner<br />to meet with date
78176.0	xIntent	PersonX arrives shortly	to be on time.	PersonX به زودی می رسد	سروقت بودن.	0.36		entailment	to be on time.	none<br />none.<br />help<br />noney<br />	to be on time.
72489.0	xIntent	PersonX adapts ___ to conditions	to learn new things	PersonX ___ را با شرایط سازگار می کند	برای یادگیری چیزهای جدید	0.36	help	neutral	to learn new things	none<br />none.<br />help<br />noney<br />	to learn new things<br />he is rules and contional is change
64601.0	xIntent	PersonX always watch ___	to watch something interesting	PersonX همیشه ___ تماشا می کند	برای تماشای یک چیز جالب	0.35		neutral	to watch something interesting	none<br />none.<br />help<br />noney<br />	to check whether y is a good person<br />to cheer for his team<br />to watch something interesting
22822.0	xIntent	PersonX bats PersonX's eyelashes	to be flirtatious.	PersonX مژه های PersonX را می زند	عاشق بودن	0.35		entailment	to be flirtatious.	none<br />none.<br />help<br /><br />social	to be flirtatious.
27354.0	xIntent	PersonX asks PersonY to show	to clarify his doubts	PersonX از PersonY می خواهد که نشان دهد	تا شبهات خود را روشن کند	0.34		neutral	to clarify his doubts	none<br />none.<br />help<br /><br />social	to clarify his doubts
1710.0	xIntent	PersonX arrives home that ___	to get some rest	PersonX به خانه می رسد که ___	کمی استراحت کن	0.34		neutral	to get some rest	none<br />none.<br />help<br />noney<br />	to get some rest
66025.0	xIntent	PersonX affects PersonY's interests	to motivate more	PersonX بر منافع PersonY تأثیر می گذارد	برای ایجاد انگیزه بیشتر	0.33	social	contradiction	to motivate more	none<br />none.<br />help<br /><br />social	to motivate more
49664.0	xIntent	PersonX becomes distracted	to change the topic	PersonX منحرف می شود	برای تغییر موضوع	0.33		entailment	to change the topic	none<br />none.<br />help<br />noney<br />	to procrastinate<br />to change the topic
28488.0	xIntent	PersonX adjusts spacing as well as minimizing	to have a perfect document	PersonX فاصله را تنظیم کرده و همچنین به حداقل می رساند	داشتن یک سند کامل	0.31		entailment	to have a perfect document	none<br />none.<br />help<br />noney<br />	to have a perfect document
52999.0	xIntent	PersonX bakes bread	to have it for dinner.	PersonX نان می پزد	برای شام خوردن	0.31		neutral	to have it for dinner.	none<br />none.<br />help<br /><br />social	fresh homemade bread<br />to have it for dinner.<br />to enjoy fresh baked bread
40714.0	xIntent	PersonX applies to medical school	to learn medicine.	PersonX برای دانشکده پزشکی اعمال می شود	برای یادگیری پزشکی	0.31	noney	contradiction	to learn medicine.	none<br />none.<br />help<br />noney<br />	to be a doctor<br />to be a medical doctor<br />to learn medicine.
77460.0	xIntent	PersonX becomes flat	to change to a man	PersonX صاف می شود	تبدیل شدن به یک مرد	0.31		neutral	to change to a man	none<br />none.<br />help<br />noney<br />	to change to a man
54770.0	xIntent	PersonX applies sunscreen	to be healthy	PersonX از کرم ضد آفتاب استفاده می کند	برای سالم بودن	0.31		entailment	to be healthy	none<br />none.<br />help<br />noney<br />	to protect their skin<br />to protect from the sun<br />to be healthy
61373.0	xIntent	PersonX always ate ___	to be healthy	PersonX همیشه ___ می خورد	برای سالم بودن	0.31		entailment	to be healthy	none<br />none.<br />help<br />noney<br />	to eat food to be sated<br />to enjoy the taste of chocolate<br />to be healthy<br />to not gain weight
57991.0	xIntent	PersonX applies for a loan	to buy a car.	PersonX درخواست وام می کند	خریدن ماشین	0.31		neutral	to buy a car.	none<br />none.<br />help<br />noney<br />	to get more money<br />to be financially secure<br />to have money for something they need or want<br />to buy a car.
29822.0	xIntent	PersonX achieves PersonY effect	make person y stronger	PersonX به اثر PersonY دست می یابد	فرد را قویتر کنید	0.3		neutral	make person y stronger	none<br />none.<br />help<br /><br />social	make person y stronger
15636.0	xIntent	PersonX asks PersonY's mother	to go shopping with person.	PersonX از مادر PersonY می پرسد	برای رفتن به خرید با شخص.	0.3		entailment	to go shopping with person.	none<br />none.<br />help<br /><br />social	to go shopping with person.
1624.0	xIntent	PersonX assumes another ___	to change their identity	PersonX ___ دیگری فرض می کند	برای تغییر هویت آنها	0.29		neutral	to change their identity	none<br />none.<br />help<br />noney<br />	to change their identity
30005.0	xIntent	PersonX achieves PersonY objective	to succeed for their boss	PersonX به هدف PersonY می رسد	برای رئیس خود موفق شوند	0.28		entailment	to succeed for their boss	none<br />none.<br />help<br />noney<br />	to succeed for their boss
20218.0	xIntent	PersonX arrives home from lunch	to eat his food	PersonX از ناهار به خانه می رسد	غذایش را بخورد	0.28		neutral	to eat his food	none<br />none.<br />help<br />noney<br />	to rest after lunch<br />to eat his food
72059.0	xIntent	PersonX also ordered ___	to drive away hunger	PersonX همچنین سفارش ___	گرسنگی را از بین بردن	0.28	help	contradiction	to drive away hunger	none<br />none.<br />help<br />noney<br />	to watch movies<br />the same meal as them<br />to drive away hunger
1202.0	xIntent	PersonX bears ___ unto the PersonY	persony to be believed	PersonX ___ را به PersonY حمل می کند	شخصیتی که باید باور کرد	0.27		neutral	persony to be believed	none<br />none.<br />help<br /><br />social	persony to be believed
6239.0	xIntent	PersonX affords every ___	to be secure in the home	PersonX هر ___ را تأمین می کند	برای امنیت در خانه	0.24		neutral	to be secure in the home	none<br />none.<br />help<br />noney<br />	to be secure in the home
30170.0	xIntent	PersonX 'd better go	to go somewhere else more important.	PersonX بهتر است برود	برای رفتن به جای دیگری مهم تر	0.24		entailment	to go somewhere else more important.	none<br />none.<br />help<br />noney<br />	to go somewhere else more important.
