input_text	prefix	target_text
PersonX always beat	oWant	congratulate PersonX
PersonX always beat	oWant	challenge PersonX again
PersonX always beat ___	oWant	to sulk
PersonX always beat ___	oWant	to cry
PersonX always beat ___	oWant	to enter the competition
PersonX always beat ___	oWant	to win the competition
PersonX always beat ___	oWant	none
PersonX always goes	oWant	none
PersonX always goes	oWant	none
PersonX always goes	oWant	none
PersonX always made	oWant	eat what they made
PersonX always made	oWant	wear what they made
PersonX always made	oWant	none
PersonX always made ___	oWant	to compliment PersonX
PersonX always made ___	oWant	to thank PersonX for sharing the cookies
PersonX always made ___	oWant	to observe PersonX
PersonX always made ___	oWant	to wonder if PersonX is still the safe
PersonX always made ___	oWant	none
PersonX always makes	oWant	none
PersonX always makes	oWant	none
PersonX always makes ___	oWant	none
PersonX always makes ___	oWant	to have a party.
PersonX always makes ___	oWant	to feel safe.
PersonX always makes ___	oWant	none
PersonX always worked	oWant	none
PersonX always worked	oWant	none
PersonX announces PersonX's decision	oWant	none
PersonX announces PersonX's decision	oWant	to tell personX their opinion
PersonX announces PersonX's decision	oWant	to congratulate him
PersonX announces PersonX's decision	oWant	to question him
PersonX announces PersonX's decision	oWant	to celebrate with PersonX
PersonX announces PersonX's decision	oWant	ignore PersonX
PersonX announces PersonY's decision	oWant	none
PersonX announces PersonY's decision	oWant	to hope their decision is taken kindly
PersonX announces PersonY's decision	oWant	to thank Personx
PersonX announces PersonY's decision	oWant	to be respected
PersonX announces PersonY's decision	oWant	to get something done
PersonX answers this ___ in the negative	oWant	none
PersonX answers this ___ in the negative	oWant	none
PersonX applies for jobs	oWant	hire PersonX
PersonX applies for jobs	oWant	have an interview with PersonX
PersonX applies for jobs	oWant	none
PersonX applies to jobs	oWant	to give an interview
PersonX applies to jobs	oWant	to offer a job
PersonX applies to jobs	oWant	to hire someone
PersonX applies to jobs	oWant	to find good candidates
PersonX appoints a ___ to investigate	oWant	to solve the case
PersonX appoints a ___ to investigate	oWant	to be professional
PersonX appoints a ___ to investigate	oWant	none
PersonX appoints a ___ to investigate	oWant	to gather information
PersonX appoints a ___ to investigate	oWant	to close the case
PersonX arches PersonY back	oWant	to relax
PersonX arches PersonY back	oWant	to relieve pressure
PersonX arches PersonY back	oWant	to make PersonX feel good
PersonX arches PersonY back	oWant	to bond with PersonX
PersonX arches PersonY's back	oWant	to learn yoga
PersonX arches PersonY's back	oWant	the help of PersonX
PersonX arches PersonY's back	oWant	to scream in pain
PersonX arches PersonY's back	oWant	to tell PersonX that it felt good
PersonX arches PersonY's back	oWant	relief from back pain
PersonX arches PersonY's back	oWant	to feel better overall
PersonX arches PersonY's body	oWant	to help to hug Personx strech
PersonX arches PersonY's body	oWant	kiss personx
PersonX argues with PersonX's boyfriend	oWant	Say they are sorry.
PersonX argues with PersonX's boyfriend	oWant	Hug it out.
PersonX argues with PersonX's boyfriend	oWant	to fix the problem
PersonX argues with PersonX's boyfriend	oWant	to break up
PersonX argues with PersonX's boyfriend	oWant	to apologize to PersonX
PersonX argues with PersonX's boyfriend	oWant	to tell PersonX they love someone else
PersonX argues with PersonY's boyfriend	oWant	to prove a point
PersonX argues with PersonY's boyfriend	oWant	to end the conflict
PersonX argues with PersonY's boyfriend	oWant	to never speak to PersonX
PersonX argues with PersonY's boyfriend	oWant	to ask PersonX what is bothering them
PersonX argues with PersonY's boyfriend	oWant	to apologize to x
PersonX argues with PersonY's boyfriend	oWant	to take up for the other side
PersonX arrives ___ from work	oWant	to greet PersonX
PersonX arrives ___ from work	oWant	to have dinner
PersonX arrives ___ from work	oWant	none
PersonX arrives ___ from work	oWant	to get off work
PersonX arrives ___ from work	oWant	to go home
PersonX arrives at PersonX's destination	oWant	none
PersonX arrives at PersonX's destination	oWant	none
PersonX arrives at PersonX's destination	oWant	to say hello
PersonX arrives at PersonX's destination	oWant	to get back to work
PersonX arrives soon	oWant	none
PersonX arrives soon	oWant	none
PersonX asks PersonX's dad for help	oWant	none
PersonX asks PersonX's doctor	oWant	answer question
PersonX asks PersonX's doctor	oWant	continue to examine person x
PersonX asks PersonX's doctor	oWant	none
PersonX asks PersonX's doctor	oWant	answer question
PersonX asks PersonX's doctor	oWant	continue examination
PersonX asks PersonX's grandmother	oWant	to say yes
PersonX asks PersonX's grandmother	oWant	to decline the request
PersonX asks PersonX's grandmother	oWant	to answer
PersonX asks PersonX's grandmother	oWant	to ask a question also
PersonX asks PersonX's little brother	oWant	Tell him that he's dumb.
PersonX asks PersonX's little brother	oWant	Slam his door shut.
PersonX asks PersonX's little brother	oWant	talk to brother
PersonX asks PersonX's little brother	oWant	take advice and do something with it
PersonX asks PersonX's sister	oWant	Think about it
PersonX asks PersonX's sister	oWant	Give answer
PersonX asks PersonX's sister	oWant	to say yes
PersonX asks PersonX's sister	oWant	to decline
PersonX asks PersonY for money	oWant	To leave personx
PersonX asks PersonY for money	oWant	to avoid personx
PersonX asks PersonY for money	oWant	to check if they have the money
PersonX asks PersonY for money	oWant	to tell PersonX to go look for a job
PersonX asks PersonY for money	oWant	to tell PersonX to come back another day
PersonX asks PersonY for money	oWant	none
PersonX asks PersonY to bring	oWant	to buy ingredients
PersonX asks PersonY to bring	oWant	to make the food
PersonX asks PersonY to bring	oWant	to stop at the store
PersonX asks PersonY to bring	oWant	to drive to PersonX
PersonX asks PersonY to pray	oWant	They pray all the time
PersonX asks PersonY to pray	oWant	They pray for others
PersonX asks PersonY to pray	oWant	to pray for and with personX
PersonX asks PersonY to pray	oWant	to leave and go home.
PersonX asks PersonY to pray	oWant	none
PersonX asks PersonY to pray	oWant	to understand why PersonX is asking them to pray
PersonX asks PersonY to pray	oWant	to understand how to pray
PersonX asks PersonY to read	oWant	to entertain someone
PersonX asks PersonY to read	oWant	to help someone
PersonX asks PersonY to read	oWant	to do as he was told.
PersonX asks PersonY to read	oWant	to finish the book.
PersonX asks PersonY to sit	oWant	to get back up
PersonX asks PersonY to sit	oWant	to leave
PersonX asks PersonY to sit	oWant	to stay still
PersonX asks PersonY to sit	oWant	to talk
PersonX asks PersonY to sit	oWant	to eat
PersonX asks PersonY to sit	oWant	to rest
PersonX asks PersonY to sit	oWant	to relax
PersonX asks PersonY to sit down	oWant	to relax
PersonX asks PersonY to sit down	oWant	to visti with PersonX
PersonX asks PersonY to speak	oWant	speak
PersonX asks PersonY to speak	oWant	keep silent
PersonX asks PersonY to speak	oWant	refuse
PersonX asks PersonY to speak	oWant	accept
PersonX asks PersonY to speak	oWant	gave lecture
PersonX asks PersonY to speak	oWant	got paid
PersonX asks PersonY to try	oWant	to understand PersonX better
PersonX asks PersonY to try	oWant	to make PersonX happy
PersonX asks PersonY to try	oWant	to obey him
PersonX asks PersonY to try	oWant	to follow his advice
PersonX asks PersonY to visit	oWant	Eat drink and have fun
PersonX asks PersonY to visit	oWant	Talk and enjoy the company
PersonX asks PersonY to visit	oWant	to accept the invitation
PersonX asks PersonY to visit	oWant	to decline the invitation
PersonX asks PersonY to visit	oWant	to go to PersonX's house
PersonX asks PersonY to visit	oWant	watch a movie or tv
PersonX asks PersonY to visit	oWant	to have coffee
PersonX asks PersonY to visit	oWant	to eat
PersonX asks PersonY to visit	oWant	to hand out and gossip
PersonX asks PersonY's dad	oWant	To give answers
PersonX asks PersonY's dad	oWant	To solve the queries
PersonX asks PersonY's dad	oWant	agree
PersonX asks PersonY's dad	oWant	refuse
PersonX asks PersonY's dad for help	oWant	take a break
PersonX asks PersonY's dad for help	oWant	go back to his work
PersonX asks PersonY's dad for help	oWant	Help out
PersonX asks PersonY's dad for help	oWant	Go home
PersonX asks PersonY's dad for help	oWant	to shake their hand for greeting
PersonX asks PersonY's dad for help	oWant	to get work done
PersonX asks PersonY's dad for help	oWant	to help.
PersonX asks PersonY's dad for help	oWant	to be included.
PersonX asks PersonY's doctor	oWant	to explain their situation to PersonX
PersonX asks PersonY's doctor	oWant	discuss the physician's statements
PersonX asks PersonY's doctor	oWant	to have clarification
PersonX asks PersonY's doctor	oWant	to have understanding
PersonX asks PersonY's doctor	oWant	to provide answers
PersonX asks PersonY's doctor	oWant	be of service
PersonX asks PersonY's grandmother	oWant	To talk to X
PersonX asks PersonY's grandmother	oWant	To tell stuff to X
PersonX asks PersonY's grandmother	oWant	to give answers
PersonX asks PersonY's grandmother	oWant	to show interest
PersonX asks PersonY's grandmother	oWant	to help out PersonX
PersonX asks PersonY's grandmother	oWant	to go shopping with PersonX
PersonX asks PersonY's little brother	oWant	to speak with person x
PersonX asks PersonY's little brother	oWant	to accept the invitation
PersonX asks PersonY's little brother	oWant	none
PersonX asks PersonY's little brother	oWant	answer
PersonX asks PersonY's little brother	oWant	ask a question too
PersonX asks PersonY's sister	oWant	to go out
PersonX asks PersonY's sister	oWant	to find their notes
PersonX asks PersonY's sister	oWant	to get dressed up
PersonX asks PersonY's sister	oWant	give an answer
PersonX asks PersonY's sister	oWant	ask a question as well
PersonX asks ___ for a raise	oWant	to give PersonX the raise
PersonX asks ___ for a raise	oWant	to tell PersonX they do not have the budget for the raise
PersonX asks ___ for a raise	oWant	to fire PersonX
PersonX asks ___ for a raise	oWant	to respond
PersonX asks ___ for a raise	oWant	to be understood
PersonX asks ___ for money	oWant	to give PersonX money
PersonX asks ___ for money	oWant	to refuse
PersonX asks ___ for money	oWant	none
PersonX asks anyone	oWant	none
PersonX asks anyone	oWant	Answer person X's question.
PersonX asks anyone	oWant	Tell person X what they need to know.
PersonX asks the doctor	oWant	to tell x their health info
PersonX asks the doctor	oWant	to see their next patient
PersonX assigns ___ to groups	oWant	happy
PersonX assigns ___ to groups	oWant	mass
PersonX assigns ___ to groups	oWant	to understand PersonX's orders
PersonX assigns ___ to groups	oWant	to carry out PersonX's orders
PersonX assigns ___ to groups	oWant	none
PersonX attains PersonX's goals	oWant	none
PersonX attains PersonX's goals	oWant	none
PersonX attains PersonX's goals	oWant	none
PersonX attends PersonX's father 's ___	oWant	none
PersonX attends PersonX's father 's ___	oWant	to open the presents
PersonX attends PersonX's father 's ___	oWant	to write thank you notes
PersonX attends PersonX's father 's ___	oWant	none
PersonX attends PersonY's father 's ___	oWant	talk
PersonX attends PersonY's father 's ___	oWant	cry
PersonX attends PersonY's father 's ___	oWant	none
PersonX attends PersonY's father 's ___	oWant	to have pleasure
PersonX attends PersonY's father 's ___	oWant	to have fun
PersonX attends college	oWant	to help Person X pay.
PersonX attends college	oWant	to help Person X study.
PersonX attends college	oWant	to help Person X move.
PersonX attention whores	oWant	none
PersonX attention whores	oWant	to ignore her
PersonX attention whores	oWant	to pay no mind
PersonX attention whores	oWant	none
PersonX avoids every ___	oWant	none
PersonX avoids every ___	oWant	none
PersonX avoids every ___	oWant	none
PersonX babysits PersonX's cousin	oWant	to pay them
PersonX babysits PersonX's cousin	oWant	to thank them
PersonX babysits PersonX's cousin	oWant	to thank PersonX for babysitting
PersonX babysits PersonX's cousin	oWant	to reward PersonX for babysitting
PersonX babysits PersonY's cousin	oWant	to pay PersonX
PersonX babysits PersonY's cousin	oWant	to thank PersonX
PersonX babysits PersonY's cousin	oWant	to ask Person X to babysit again.
PersonX babysits PersonY's cousin	oWant	to give Person X some money.
PersonX bakes an apple pie	oWant	to eat the pie
PersonX bakes an apple pie	oWant	to tell PersonX how delicious the pie is
PersonX bakes an apple pie	oWant	none
PersonX bakes an apple pie	oWant	none
PersonX barely missed ___	oWant	none
PersonX barely missed ___	oWant	none
PersonX bats PersonX's eyes	oWant	to help Person X.
PersonX bats PersonX's eyes	oWant	to give Person X a break.
PersonX bats PersonX's eyes	oWant	to date Person X.
PersonX beats PersonY easily	oWant	none
PersonX beats PersonY easily	oWant	to congratulate person x
PersonX beats PersonY easily	oWant	to be generous
PersonX beats PersonY easily	oWant	congratulate PersonX
PersonX beats PersonY easily	oWant	ask for rematch
PersonX beats ___ easily	oWant	none
PersonX beats ___ easily	oWant	get back at PersonX
PersonX beats ___ easily	oWant	argue with PersonX
PersonX beats ___ easily	oWant	to rematch
PersonX beats ___ easily	oWant	to not lose
PersonX beats around the bush	oWant	to find out
PersonX beats around the bush	oWant	to laugh
PersonX beats around the bush	oWant	none
PersonX beats everyone	oWant	cry
PersonX beats everyone	oWant	go home
PersonX beats everyone	oWant	to cry
PersonX beats everyone	oWant	to stop being friends with PersonX
PersonX beats everyone	oWant	handshake
PersonX beats everyone	oWant	throw a punch
PersonX beats it	oWant	to give congratulations
PersonX beats it	oWant	to give a prize
PersonX beats it	oWant	none
PersonX becomes PersonY agent	oWant	To succeed at a high level
PersonX becomes PersonY agent	oWant	To get a good deal
PersonX becomes PersonY agent	oWant	to get work
PersonX becomes PersonY agent	oWant	to pay their agent for it
PersonX becomes PersonY member	oWant	none
PersonX becomes PersonY member	oWant	to welcome PersonX
PersonX becomes PersonY member	oWant	to instruct PersonX
PersonX becomes a doctor	oWant	to feel better
PersonX becomes a doctor	oWant	to use their knowledge
PersonX becomes a doctor	oWant	none
PersonX becomes a doctor	oWant	none
PersonX becomes a great basketball player	oWant	none
PersonX becomes a great basketball player	oWant	none
PersonX becomes a lawyer	oWant	none
PersonX becomes a lawyer	oWant	to hire them
PersonX becomes a lawyer	oWant	to win in court
PersonX becomes a lawyer	oWant	decision
PersonX becomes a lawyer	oWant	judicies
PersonX becomes a pilot	oWant	none
PersonX becomes a pilot	oWant	none
PersonX becomes a pilot	oWant	to look at his application
PersonX becomes a pilot	oWant	to hire him
PersonX becomes another ___	oWant	none
PersonX becomes another ___	oWant	none
PersonX becomes another ___	oWant	none
PersonX becomes frustrated	oWant	none
PersonX becomes frustrated	oWant	none
PersonX becomes frustrated	oWant	none
PersonX becomes frustrated	oWant	none
PersonX becomes frustrated	oWant	none
PersonX becomes frustrated	oWant	to help personx
PersonX becomes frustrated	oWant	to avoid personX
PersonX becomes great	oWant	to idolize PersonX
PersonX becomes great	oWant	to find someone else to idoliza
PersonX becomes great	oWant	none
PersonX becomes great friends	oWant	have fun
PersonX becomes great friends	oWant	smile
PersonX becomes great friends	oWant	to have fun
PersonX becomes great friends	oWant	to strike a conversation over lunch
PersonX becomes happy	oWant	none
PersonX becomes happy	oWant	none
PersonX becomes happy	oWant	none
PersonX becomes ill	oWant	none
PersonX becomes ill	oWant	to help him
PersonX becomes ill	oWant	to take him to the doctor
PersonX becomes intolerable	oWant	to ignore PersonX
PersonX becomes intolerable	oWant	to tell PersonX to change
PersonX becomes scared	oWant	none
PersonX becomes scared	oWant	none
PersonX becomes scared	oWant	to help him
PersonX becomes scared	oWant	to comfort him
PersonX becomes smarter	oWant	none
PersonX becomes smarter	oWant	none
PersonX becomes smarter	oWant	none
PersonX becomes very frustrated	oWant	none
PersonX becomes very frustrated	oWant	none
PersonX becomes very frustrated	oWant	to laugh at PersonX
PersonX becomes very frustrated	oWant	to apologize to PersonX
PersonX becomes very frustrated	oWant	to comfort PersonX
PersonX becomes very happy	oWant	none
PersonX becomes very happy	oWant	to know what happened
PersonX becomes very happy	oWant	to congratulate them
PersonX becomes very happy	oWant	none
PersonX becomes very ill	oWant	none
PersonX begins crying	oWant	none
PersonX begins crying	oWant	none
PersonX begins crying	oWant	to console x
PersonX begins crying	oWant	ro find out what is wrong
PersonX begins school	oWant	none
PersonX begins school	oWant	none
PersonX begins school	oWant	none
PersonX begins to bleed	oWant	none
PersonX begins to bleed	oWant	none
PersonX begins to bleed	oWant	none
PersonX begins to eat	oWant	none
PersonX begins to eat	oWant	to satisfy their hunger
PersonX begins to eat	oWant	to finish their meal
PersonX begins to eat it	oWant	none
PersonX begins to eat it	oWant	none
PersonX begins to eat it	oWant	none
PersonX begs PersonX's parents for one	oWant	give personX some money.
PersonX begs PersonX's parents for one	oWant	to continue what they were previously doing.
PersonX begs PersonX's parents for one	oWant	talk to person x on how they earn one
PersonX begs PersonX's parents for one	oWant	tell them no
PersonX begs PersonY's parents	oWant	to date PersonX
PersonX begs PersonY's parents	oWant	to go to an event with PersonX
PersonX begs PersonY's parents	oWant	to spend more time with PersonX
PersonX begs PersonY's parents	oWant	comply
PersonX begs PersonY's parents	oWant	refuse
PersonX begs PersonY's parents	oWant	to think about it
PersonX begs PersonY's parents	oWant	to give their response to personX
PersonX begs PersonY's parents for one	oWant	to help out
PersonX begs PersonY's parents for one	oWant	go to the vet
PersonX begs my parents	oWant	to help PersonX
PersonX begs my parents	oWant	to tell PersonX to go away
PersonX begs my parents	oWant	to accompany him
PersonX begs my parents	oWant	to enjoy the day with him
PersonX begs my parents	oWant	to marry each other
PersonX begs my parents	oWant	get the parent's permission first
PersonX believes also in PersonY	oWant	to do well
PersonX believes also in PersonY	oWant	to feel loved
PersonX believes also in PersonY	oWant	to take a chance
PersonX believes also in PersonY	oWant	to do their best at it
PersonX believes also in PersonY	oWant	none
PersonX belongs to PersonX's father	oWant	their son to look up to them
PersonX belongs to PersonX's father	oWant	to keep an eye on their son
PersonX belongs to PersonX's father	oWant	they want to tell PersonX to look for a job
PersonX belongs to PersonX's father	oWant	to send PersonX to school
PersonX bestows ___ upon PersonY	oWant	show appreciation towards PersonX
PersonX bestows ___ upon PersonY	oWant	jump for joy
PersonX bestows ___ upon PersonY	oWant	none
PersonX bestows upon PersonY	oWant	give thanks
PersonX bestows upon PersonY	oWant	return the favor
PersonX bestows upon PersonY	oWant	to accept
PersonX bestows upon PersonY	oWant	to show gratitude
PersonX bestows upon PersonY	oWant	to acknowledge
PersonX bestows upon PersonY	oWant	to honor
PersonX bestows upon PersonY	oWant	to laud
PersonX bestows upon PersonY the ___	oWant	TO CELEBRATE
PersonX bestows upon PersonY the ___	oWant	to thank PersonX
PersonX bestows upon PersonY the ___	oWant	to celebrate
PersonX bestows upon PersonY the ___	oWant	to thank PersonX
PersonX bites PersonX's ___ to keep	oWant	to apply ointment to their cheek
PersonX bites PersonX's ___ to keep	oWant	put a gauze on the wound
PersonX bites PersonX's nails	oWant	none
PersonX bites PersonX's nails	oWant	none
PersonX bites PersonX's nails	oWant	none
PersonX bites the dust	oWant	none
PersonX bites the dust	oWant	none
PersonX bites the dust	oWant	none
PersonX bits PersonX's lip	oWant	none
PersonX bits PersonX's lip	oWant	none
PersonX bits PersonX's lip	oWant	none
PersonX blows PersonX's load	oWant	none
PersonX blows PersonX's load	oWant	none
PersonX blows PersonX's load	oWant	none
PersonX blows PersonX's wad	oWant	none
PersonX blows PersonX's wad	oWant	none
PersonX blows PersonX's wad	oWant	to feel satisfied
PersonX blows PersonX's wad	oWant	to plan another meeting
PersonX blows PersonY's mind	oWant	She puts dollars in his shirt.
PersonX blows PersonY's mind	oWant	She tries to kiss him.
PersonX blows PersonY's mind	oWant	to wonder what PersonX is doing
PersonX blows PersonY's mind	oWant	to ask PersonX questions
PersonX blows PersonY's mind	oWant	to imitate X
PersonX blows PersonY's mind	oWant	to be X
PersonX blows bubbles	oWant	to chase the bubbles.
PersonX blows bubbles	oWant	to play with PersonX.
PersonX blows bubbles	oWant	none
PersonX blows bubbles	oWant	none
PersonX blows smoke	oWant	none
PersonX blows smoke	oWant	none
PersonX blows smoke	oWant	moves any from PersonX
PersonX blows smoke	oWant	coughs
PersonX blows the whistle	oWant	none
PersonX blows the whistle	oWant	none
PersonX blows this popsicle stand	oWant	none
PersonX blows this popsicle stand	oWant	none
PersonX blows through town	oWant	none
PersonX blows through town	oWant	none
PersonX blows through town	oWant	none
PersonX blows up PersonY's phone	oWant	a phone
PersonX blows up PersonY's phone	oWant	to call the police
PersonX blows up PersonY's phone	oWant	to ignore PersonX
PersonX blows up PersonY's phone	oWant	to put their phone on silent
PersonX books a ticket	oWant	none
PersonX books a ticket	oWant	none
PersonX books a ticket	oWant	none
PersonX borrows PersonY's car	oWant	to get the car back
PersonX borrows PersonY's car	oWant	to get back the keys
PersonX borrows PersonY's car	oWant	to drive PersonX home
PersonX borrows PersonY's car	oWant	none
PersonX borrows PersonY's car	oWant	to wait for PersonX to come back
PersonX borrows PersonY's car	oWant	to hope that the car stays safe
PersonX borrows the car	oWant	none
PersonX borrows the car	oWant	none
PersonX borrows the car	oWant	to lend the car again
PersonX borrows the car	oWant	to chat with PersonX
PersonX borrows this thesis for use	oWant	none
PersonX borrows this thesis for use	oWant	to tell PersonX off
PersonX borrows this thesis for use	oWant	to cooperate with PersonX
PersonX bosses PersonY around	oWant	to get frustrated
PersonX bosses PersonY around	oWant	to quit
PersonX bosses PersonY around	oWant	to receive an apology from person X
PersonX bosses PersonY around	oWant	to never be bossed around again
PersonX bosses ___ around	oWant	to avoid them
PersonX bosses ___ around	oWant	to find other friends
PersonX bosses ___ around	oWant	none
PersonX bows PersonX's heads	oWant	none
PersonX bows PersonX's heads	oWant	walks away
PersonX bows PersonX's heads	oWant	thanks them
PersonX bows PersonX's heads	oWant	to bow back
PersonX bows PersonX's heads	oWant	to pray
PersonX bows the ___ to baal	oWant	none
PersonX breaks PersonX's hip	oWant	none
PersonX breaks PersonX's hip	oWant	none
PersonX breaks PersonX's hip	oWant	none
PersonX breaks PersonX's toe	oWant	none
PersonX breaks PersonX's toe	oWant	none
PersonX breaks PersonX's toe	oWant	none
PersonX breaks PersonY heart	oWant	to cry
PersonX breaks PersonY heart	oWant	to whimper
PersonX breaks PersonY heart	oWant	to ignore PersonX
PersonX breaks PersonY heart	oWant	to move on from PersonX
PersonX breaks PersonY heart	oWant	find out why
PersonX breaks PersonY heart	oWant	cry
PersonX breaks PersonY's heart	oWant	to end their lives
PersonX breaks PersonY's heart	oWant	to break the real a
PersonX breaks PersonY's heart	oWant	to cry
PersonX breaks PersonY's heart	oWant	to eat a lot of cake
PersonX breaks PersonY's heart	oWant	to make PersonX jealous
PersonX breaks PersonY's heart	oWant	cry
PersonX breaks PersonY's heart	oWant	eat ice cream
PersonX breaks PersonY's heart	oWant	to end their lives
PersonX breaks PersonY's heart	oWant	to break the real a
PersonX breaks PersonY's heart	oWant	to cry
PersonX breaks PersonY's heart	oWant	to eat a lot of cake
PersonX breaks PersonY's heart	oWant	to make PersonX jealous
PersonX breaks PersonY's heart	oWant	cry
PersonX breaks PersonY's heart	oWant	eat ice cream
PersonX breaks free	oWant	none
PersonX breaks free	oWant	none
PersonX breaks free	oWant	none
PersonX breaks the mold	oWant	none
PersonX breaks the mold	oWant	none
PersonX breaks the news	oWant	to say what they think about it
PersonX breaks the news	oWant	to tell people that don't know
PersonX breaks the news	oWant	to cry
PersonX breaks the news	oWant	to save him
PersonX breaks the news	oWant	none
PersonX breaks the news	oWant	to listen
PersonX breaks the news	oWant	to comprehend
PersonX breaks the news to PersonY	oWant	to cry.
PersonX breaks the news to PersonY	oWant	to yell.
PersonX breaks the news to PersonY	oWant	to hug person X.
PersonX breaks the news to PersonY	oWant	to congratulate them
PersonX breaks the news to PersonY	oWant	to tell other people the good news
PersonX breaks wind	oWant	none
PersonX brings PersonY into conflict	oWant	to avoid him
PersonX brings PersonY into conflict	oWant	to get away from him
PersonX brings PersonY into conflict	oWant	to get through the conflict
PersonX brings PersonY into conflict	oWant	to beat PersonX
PersonX brings PersonY into conflict	oWant	to yell at PersonX
PersonX brings PersonY into conflict	oWant	to stop being friends with PersonX
PersonX brings ___ to PersonX's eyes	oWant	none
PersonX brings ___ to PersonX's eyes	oWant	none
PersonX brings ___ to PersonX's house	oWant	to finish the work
PersonX brings ___ to PersonX's house	oWant	his help
PersonX brings ___ to PersonX's house	oWant	none
PersonX brings ___ to PersonY eyes	oWant	to apply eye make up
PersonX brings ___ to PersonY eyes	oWant	to wear glasses
PersonX brings ___ to PersonY eyes	oWant	to close their eyes
PersonX brings ___ to PersonY eyes	oWant	to look it over
PersonX brings ___ to PersonY eyes	oWant	to give their opinion
PersonX brings ___ to PersonY's eyes	oWant	to be proud of PersonX
