input_text	prefix	target_text
human head	MadeUpOf	22 bones
multiplan	MadeUpOf	seven command menus
one molecule of water	MadeUpOf	three atoms
pair o fpants	MadeUpOf	two legs
planet pluto	MadeUpOf	one natural sattelite
senate	MadeUpOf	100 members
solar system	MadeUpOf	9 known planets
solar system	MadeUpOf	nine planets
standard deck	MadeUpOf	52 cards
wedge	MadeUpOf	one end smaller than other
wow	MadeUpOf	three letters
alloy	MadeUpOf	at least one metal
atomic bomb	MadeUpOf	plutonium
atomic bomb	MadeUpOf	uranium
ear plug	MadeUpOf	foam plastic
green	MadeUpOf	blue and yello
human body	MadeUpOf	molecules
revolution	MadeUpOf	sentient beings
balcony	MadeUpOf	bannister
exhaust	MadeUpOf	exhaust manifold
exhaust	MadeUpOf	exhaust pipe
exhaust	MadeUpOf	exhaust valve
mandolin	MadeUpOf	fingerboard
golf course	MadeUpOf	hazard
spacecraft	MadeUpOf	heat shield
spacecraft	MadeUpOf	inertial guidance system
stairway	MadeUpOf	landing
manhole	MadeUpOf	manhole cover
mast	MadeUpOf	masthead
spacecraft	MadeUpOf	module
ball field	MadeUpOf	outfield
white house	MadeUpOf	oval office
ratchet	MadeUpOf	pawl
ratchet	MadeUpOf	ratchet wheel
generator	MadeUpOf	rotor
balcony	MadeUpOf	second balcony
whole	MadeUpOf	section
bit	MadeUpOf	shank
exhaust	MadeUpOf	silencer
arch	MadeUpOf	springer
stairway	MadeUpOf	stairhead
generator	MadeUpOf	stator
exhaust	MadeUpOf	tailpipe
arch	MadeUpOf	voussoir
apple sauce	MadeUpOf	apples
gaoline	MadeUpOf	crude oil
red chili	MadeUpOf	ripened dried chili peppers
sometimes bottle	MadeUpOf	glass
soya sauce	MadeUpOf	fermented soy beans
stairway	MadeUpOf	many wtairs
