input_text	prefix	target_text
PersonX arches PersonY's back	oEffect	muscles stretch and relax
PersonX arches PersonY's back	oEffect	gains relief
PersonX arches PersonY's back	oEffect	becomes more limber
PersonX arches PersonY's body	oEffect	feels relaxed
PersonX arches PersonY's body	oEffect	is agrivated
PersonX argues with PersonX's boyfriend	oEffect	Dunks
PersonX argues with PersonX's boyfriend	oEffect	Throw back
PersonX argues with PersonX's boyfriend	oEffect	boy friend explain
PersonX argues with PersonX's boyfriend	oEffect	take rest
PersonX argues with PersonX's boyfriend	oEffect	get angry
PersonX argues with PersonX's boyfriend	oEffect	stop being friend
PersonX argues with PersonY's boyfriend	oEffect	runs fingers through hair
PersonX argues with PersonY's boyfriend	oEffect	stomps food
PersonX argues with PersonY's boyfriend	oEffect	shouts at personx
PersonX argues with PersonY's boyfriend	oEffect	pushes personx
PersonX argues with PersonY's boyfriend	oEffect	blood pressure goes up
PersonX argues with PersonY's boyfriend	oEffect	stop talking
PersonX arrives ___ from work	oEffect	none
PersonX arrives ___ from work	oEffect	none
PersonX arrives at PersonX's destination	oEffect	none
PersonX arrives at PersonX's destination	oEffect	none
PersonX arrives at PersonX's destination	oEffect	none
PersonX arrives soon	oEffect	none
PersonX arrives soon	oEffect	none
PersonX arrives soon	oEffect	participates in event
PersonX arrives soon	oEffect	eventually arrives as well
PersonX asks PersonX's dad for help	oEffect	gives advice
PersonX asks PersonX's dad for help	oEffect	pats son on the back
PersonX asks PersonX's dad for help	oEffect	none
PersonX asks PersonX's doctor	oEffect	answers question
PersonX asks PersonX's doctor	oEffect	thinks of possible responses
PersonX asks PersonX's doctor	oEffect	has to answer a question
PersonX asks PersonX's doctor	oEffect	has to consider alternative solutions
PersonX asks PersonX's doctor	oEffect	none
PersonX asks PersonX's grandmother	oEffect	none
PersonX asks PersonX's little brother	oEffect	Excepts the Money
PersonX asks PersonX's little brother	oEffect	Does the work
PersonX asks PersonX's little brother	oEffect	fight it out
PersonX asks PersonX's little brother	oEffect	get into an argument
PersonX asks PersonX's sister	oEffect	Processes question
PersonX asks PersonX's sister	oEffect	Has sense of being needed
PersonX asks PersonX's sister	oEffect	none
PersonX asks PersonX's sister	oEffect	none
PersonX asks PersonY for money	oEffect	none
PersonX asks PersonY for money	oEffect	TO BE CHEERFUL
PersonX asks PersonY for money	oEffect	TO BE HONEST
PersonX asks PersonY for money	oEffect	PersonY refuses to lend money
PersonX asks PersonY for money	oEffect	PersonY lends money
PersonX asks PersonY to bring	oEffect	think of a response
PersonX asks PersonY to bring	oEffect	look for something to bring
PersonX asks PersonY to bring	oEffect	they bring food
PersonX asks PersonY to bring	oEffect	they bring gifts
PersonX asks PersonY to bring	oEffect	person y forgets
PersonX asks PersonY to bring	oEffect	person y remembers
PersonX asks PersonY to pray	oEffect	PersonY prays
PersonX asks PersonY to pray	oEffect	PersonY refuses to pray
PersonX asks PersonY to pray	oEffect	they get closer to god
PersonX asks PersonY to pray	oEffect	they are relaxed
PersonX asks PersonY to pray	oEffect	none
PersonX asks PersonY to read	oEffect	is tired of reading
PersonX asks PersonY to read	oEffect	No longer wants to read
PersonX asks PersonY to read	oEffect	they read
PersonX asks PersonY to read	oEffect	they learn
PersonX asks PersonY to sit	oEffect	none
PersonX asks PersonY to sit	oEffect	startled
PersonX asks PersonY to sit	oEffect	cautious
PersonX asks PersonY to sit	oEffect	none
PersonX asks PersonY to sit down	oEffect	gets comfortable
PersonX asks PersonY to sit down	oEffect	starts to learn
PersonX asks PersonY to sit down	oEffect	none
PersonX asks PersonY to sit down	oEffect	pulls out a chair
PersonX asks PersonY to sit down	oEffect	sits in it
PersonX asks PersonY to speak	oEffect	says thanks
PersonX asks PersonY to speak	oEffect	reads a speech
PersonX asks PersonY to speak	oEffect	none
PersonX asks PersonY to speak	oEffect	gives a speech
PersonX asks PersonY to speak	oEffect	thanks the listeners
PersonX asks PersonY to try	oEffect	becomes grateful toward X
PersonX asks PersonY to try	oEffect	gets angry with X
PersonX asks PersonY to try	oEffect	tries
PersonX asks PersonY to try	oEffect	succeeds
PersonX asks PersonY to try	oEffect	becomes annoyed with PersonX
PersonX asks PersonY to try	oEffect	thinks PersonX is a jerk
PersonX asks PersonY to visit	oEffect	personY must plan to visit
PersonX asks PersonY to visit	oEffect	personY must visit
PersonX asks PersonY to visit	oEffect	thinks about what they have planned
PersonX asks PersonY to visit	oEffect	hopes they can visit
PersonX asks PersonY's dad	oEffect	none
PersonX asks PersonY's dad	oEffect	none
PersonX asks PersonY's dad for help	oEffect	offer to help
PersonX asks PersonY's dad for help	oEffect	volunteer assistance
PersonX asks PersonY's dad for help	oEffect	none
PersonX asks PersonY's dad for help	oEffect	TO BE ENTITLE
PersonX asks PersonY's dad for help	oEffect	UTILISED
PersonX asks PersonY's dad for help	oEffect	NONE
PersonX asks PersonY's dad for help	oEffect	NONE
PersonX asks PersonY's doctor	oEffect	none
PersonX asks PersonY's doctor	oEffect	none
PersonX asks PersonY's grandmother	oEffect	is surprised
PersonX asks PersonY's grandmother	oEffect	has some company now
PersonX asks PersonY's grandmother	oEffect	gets nervous
PersonX asks PersonY's grandmother	oEffect	no effect
PersonX asks PersonY's grandmother	oEffect	grandmother tries to remember
PersonX asks PersonY's grandmother	oEffect	grandmother looks for a calendar
PersonX asks PersonY's little brother	oEffect	smiles
PersonX asks PersonY's little brother	oEffect	tells them what happened
PersonX asks PersonY's little brother	oEffect	cries
PersonX asks PersonY's little brother	oEffect	pees himself
PersonX asks PersonY's sister	oEffect	none
PersonX asks PersonY's sister	oEffect	Person Y's sister explains in detail
PersonX asks PersonY's sister	oEffect	Person Y's sister goes home.
PersonX asks ___ for a raise	oEffect	none
PersonX asks ___ for a raise	oEffect	Gives raise
PersonX asks ___ for a raise	oEffect	Expect more
PersonX asks ___ for money	oEffect	the person that Person X asked for money goes to the bank
PersonX asks ___ for money	oEffect	the person that Person X asked for money has a lower net worth
PersonX asks ___ for money	oEffect	The parents give PersonX money in annoyance
PersonX asks ___ for money	oEffect	The Parents lose money
PersonX asks ___ for money	oEffect	hands over money
PersonX asks ___ for money	oEffect	says you're welcome
PersonX asks anyone	oEffect	learns from them to
PersonX asks anyone	oEffect	makes a friend
PersonX asks anyone	oEffect	none
PersonX asks the doctor	oEffect	none
PersonX asks the doctor	oEffect	none
PersonX asks the doctor	oEffect	none
PersonX assigns ___ to groups	oEffect	none
PersonX assigns ___ to groups	oEffect	none
PersonX assigns ___ to groups	oEffect	organization makes things easier for them
PersonX assigns ___ to groups	oEffect	they are less stressed
PersonX attains PersonX's goals	oEffect	none
PersonX attains PersonX's goals	oEffect	none
PersonX attends PersonX's father 's ___	oEffect	none
PersonX attends PersonY's father 's ___	oEffect	none
PersonX attends PersonY's father 's ___	oEffect	cries
PersonX attends PersonY's father 's ___	oEffect	yells
PersonX attends college	oEffect	people congratulate X
PersonX attends college	oEffect	people admire X
PersonX attends college	oEffect	Other people meet PersonX
PersonX attends college	oEffect	Other people get to know PersonX
PersonX attends college	oEffect	none
PersonX attention whores	oEffect	Is annoyed by Person X
PersonX attention whores	oEffect	Tells Person X to stop seekin attention
PersonX attention whores	oEffect	none
PersonX attention whores	oEffect	none
PersonX avoids every ___	oEffect	find he is cold.
PersonX avoids every ___	oEffect	avoid personx also.
PersonX avoids every ___	oEffect	none
PersonX avoids every ___	oEffect	none
PersonX babysits PersonX's cousin	oEffect	gets yelled at
PersonX babysits PersonX's cousin	oEffect	screams
PersonX babysits PersonX's cousin	oEffect	plays
PersonX babysits PersonX's cousin	oEffect	laughs
PersonX babysits PersonX's cousin	oEffect	none
PersonX babysits PersonY's cousin	oEffect	PersonY goes out for the night
PersonX babysits PersonY's cousin	oEffect	PersonY pays PersonX
PersonX babysits PersonY's cousin	oEffect	are taken care of
PersonX babysits PersonY's cousin	oEffect	are grateful to PersonX
PersonX bakes an apple pie	oEffect	enjoys a dessert
PersonX bakes an apple pie	oEffect	is full from pie
PersonX bakes an apple pie	oEffect	none
PersonX bakes an apple pie	oEffect	none
PersonX barely missed ___	oEffect	none
PersonX barely missed ___	oEffect	none
PersonX bats PersonX's eyes	oEffect	none
PersonX bats PersonX's eyes	oEffect	none
PersonX bats PersonX's eyes	oEffect	none
PersonX beats PersonY easily	oEffect	person y cries
PersonX beats PersonY easily	oEffect	person y sleeps all day
PersonX beats PersonY easily	oEffect	none
PersonX beats ___ easily	oEffect	gets made fun of
PersonX beats ___ easily	oEffect	gets challenged again
PersonX beats ___ easily	oEffect	none
PersonX beats ___ easily	oEffect	congratulates PersonX
PersonX beats ___ easily	oEffect	gives PersonX compliments
PersonX beats around the bush	oEffect	none
PersonX beats around the bush	oEffect	none
PersonX beats around the bush	oEffect	none
PersonX beats everyone	oEffect	try harder next time
PersonX beats everyone	oEffect	request a different manager
PersonX beats everyone	oEffect	exhausted
PersonX beats everyone	oEffect	moved around
PersonX beats everyone	oEffect	go to hospital
PersonX beats everyone	oEffect	apply medicine
PersonX beats it	oEffect	none
PersonX beats it	oEffect	none
PersonX becomes PersonY agent	oEffect	Communicating
PersonX becomes PersonY agent	oEffect	Works with him
PersonX becomes PersonY agent	oEffect	Spends more time with X
PersonX becomes PersonY agent	oEffect	Relys more on X
PersonX becomes PersonY member	oEffect	number increase
PersonX becomes PersonY member	oEffect	give benefit
PersonX becomes PersonY member	oEffect	none
PersonX becomes PersonY member	oEffect	none
PersonX becomes a doctor	oEffect	none
PersonX becomes a doctor	oEffect	none
PersonX becomes a great basketball player	oEffect	none
PersonX becomes a great basketball player	oEffect	none
PersonX becomes a great basketball player	oEffect	none
PersonX becomes a lawyer	oEffect	none
PersonX becomes a lawyer	oEffect	none
PersonX becomes a lawyer	oEffect	none
PersonX becomes a pilot	oEffect	none
PersonX becomes a pilot	oEffect	none
PersonX becomes a pilot	oEffect	none
PersonX becomes another ___	oEffect	none
PersonX becomes frustrated	oEffect	none
PersonX becomes frustrated	oEffect	none
PersonX becomes frustrated	oEffect	none
PersonX becomes great	oEffect	none
PersonX becomes great	oEffect	none
PersonX becomes great friends	oEffect	become acquainted
PersonX becomes great friends	oEffect	socialize together
PersonX becomes great friends	oEffect	none
PersonX becomes happy	oEffect	none
PersonX becomes ill	oEffect	none
PersonX becomes ill	oEffect	none
PersonX becomes ill	oEffect	none
PersonX becomes intolerable	oEffect	none
PersonX becomes intolerable	oEffect	none
PersonX becomes intolerable	oEffect	stop speaking person X
PersonX becomes intolerable	oEffect	lose a friend
PersonX becomes scared	oEffect	none
PersonX becomes scared	oEffect	none
PersonX becomes scared	oEffect	none
PersonX becomes smarter	oEffect	none
PersonX becomes smarter	oEffect	none
PersonX becomes very frustrated	oEffect	none
PersonX becomes very happy	oEffect	none
PersonX becomes very ill	oEffect	none
PersonX becomes very ill	oEffect	none
PersonX becomes very ill	oEffect	none
PersonX begins crying	oEffect	none
PersonX begins crying	oEffect	none
PersonX begins school	oEffect	none
PersonX begins school	oEffect	none
PersonX begins school	oEffect	none
PersonX begins to bleed	oEffect	none
PersonX begins to bleed	oEffect	none
PersonX begins to bleed	oEffect	none
PersonX begins to eat	oEffect	none
PersonX begins to eat	oEffect	none
PersonX begins to eat	oEffect	none
PersonX begins to eat it	oEffect	none
PersonX begins to eat it	oEffect	none
PersonX begs PersonX's parents for one	oEffect	lose money
PersonX begs PersonX's parents for one	oEffect	give up
PersonX begs PersonX's parents for one	oEffect	none
PersonX begs PersonX's parents for one	oEffect	none
PersonX begs PersonY's parents	oEffect	none
PersonX begs PersonY's parents	oEffect	rejects PersonX
PersonX begs PersonY's parents	oEffect	ignores PersonX
PersonX begs PersonY's parents	oEffect	get yelled at
PersonX begs PersonY's parents	oEffect	smile
PersonX begs PersonY's parents for one	oEffect	deny
PersonX begs PersonY's parents for one	oEffect	grant
PersonX begs PersonY's parents for one	oEffect	cede
PersonX begs PersonY's parents for one	oEffect	none
PersonX begs PersonY's parents for one	oEffect	decide whether or not to give something to Person X.
PersonX begs PersonY's parents for one	oEffect	spend money on person X.
PersonX begs my parents	oEffect	punished
PersonX begs my parents	oEffect	told off
PersonX begs my parents	oEffect	none
PersonX begs my parents	oEffect	Tell him to earn it
PersonX begs my parents	oEffect	Gives him cash
PersonX believes also in PersonY	oEffect	smiles
PersonX believes also in PersonY	oEffect	stress levels reduce
PersonX believes also in PersonY	oEffect	none
PersonX believes also in PersonY	oEffect	PersonY thanks PersonX
PersonX believes also in PersonY	oEffect	PersonY smiles at PersonX
PersonX believes also in PersonY	oEffect	PersonY leans in to PersonX
PersonX believes also in PersonY	oEffect	PersonY stands up
PersonX belongs to PersonX's father	oEffect	none
PersonX belongs to PersonX's father	oEffect	Gives advice
PersonX belongs to PersonX's father	oEffect	Pays for everything
PersonX bestows ___ upon PersonY	oEffect	PersonY is knighted
PersonX bestows ___ upon PersonY	oEffect	PersonY is crowned
PersonX bestows ___ upon PersonY	oEffect	Person Y verbally thanks Person X for the gift.
PersonX bestows ___ upon PersonY	oEffect	Person Y uses his new gift all week.
PersonX bestows ___ upon PersonY	oEffect	none
PersonX bestows upon PersonY	oEffect	improves condition
PersonX bestows upon PersonY	oEffect	gets more respect
PersonX bestows upon PersonY the ___	oEffect	next level in a class
PersonX bestows upon PersonY the ___	oEffect	the duty of cooking
PersonX bestows upon PersonY the ___	oEffect	becomes proud of their accomplishment
PersonX bestows upon PersonY the ___	oEffect	advance in their career
PersonX bestows upon PersonY the ___	oEffect	becomes leader
PersonX bestows upon PersonY the ___	oEffect	helps the people
PersonX bites PersonX's ___ to keep	oEffect	none
PersonX bites PersonX's ___ to keep	oEffect	none
PersonX bites PersonX's ___ to keep	oEffect	PersonY bleeds
PersonX bites PersonX's ___ to keep	oEffect	PersonY cries
PersonX bites PersonX's nails	oEffect	none
PersonX bites PersonX's nails	oEffect	none
PersonX bites PersonX's nails	oEffect	none
PersonX bites the dust	oEffect	none
PersonX bites the dust	oEffect	none
PersonX bits PersonX's lip	oEffect	none
PersonX bits PersonX's lip	oEffect	none
PersonX blows PersonX's load	oEffect	none
PersonX blows PersonX's load	oEffect	Person Y asks Person X to leave his house.
PersonX blows PersonX's load	oEffect	Person Y closes the bathroom door.
PersonX blows PersonX's load	oEffect	none
PersonX blows PersonX's wad	oEffect	none
PersonX blows PersonX's wad	oEffect	none
PersonX blows PersonX's wad	oEffect	none
PersonX blows PersonY's mind	oEffect	Experiences shock
PersonX blows PersonY's mind	oEffect	Struggles at first to comprehebd, thoughts race
PersonX blows PersonY's mind	oEffect	recoils
PersonX blows PersonY's mind	oEffect	shouts
PersonX blows bubbles	oEffect	to attract the bubbles
PersonX blows bubbles	oEffect	to sad on it
PersonX blows bubbles	oEffect	none
PersonX blows bubbles	oEffect	none
PersonX blows smoke	oEffect	none
PersonX blows the whistle	oEffect	people are shocked at the sound
PersonX blows the whistle	oEffect	people have irritated ears
PersonX blows the whistle	oEffect	none
PersonX blows this popsicle stand	oEffect	none
PersonX blows through town	oEffect	none
PersonX blows up PersonY's phone	oEffect	turns off the phone
PersonX blows up PersonY's phone	oEffect	vents to friends
PersonX blows up PersonY's phone	oEffect	gets shocked
PersonX blows up PersonY's phone	oEffect	becomes bitter towards PersonX
PersonX blows up PersonY's phone	oEffect	loses a phone
PersonX blows up PersonY's phone	oEffect	none
PersonX books a ticket	oEffect	none
PersonX borrows PersonY's car	oEffect	Loses transportation
PersonX borrows PersonY's car	oEffect	Loses equity in vehicle
PersonX borrows PersonY's car	oEffect	Assumes responsibility for person x's driving
PersonX borrows PersonY's car	oEffect	gets thanked
PersonX borrows PersonY's car	oEffect	gets a compliment in return
PersonX borrows the car	oEffect	none
PersonX borrows the car	oEffect	PersonY borrows his car to PersonX
PersonX borrows the car	oEffect	no effect
PersonX borrows the car	oEffect	none
PersonX borrows this thesis for use	oEffect	none
PersonX borrows this thesis for use	oEffect	none
PersonX borrows this thesis for use	oEffect	none
PersonX bosses PersonY around	oEffect	Screams
PersonX bosses PersonY around	oEffect	Cries
PersonX bosses PersonY around	oEffect	talks back to personx
PersonX bosses PersonY around	oEffect	gets personx fired
PersonX bosses PersonY around	oEffect	Does what they are told
PersonX bosses PersonY around	oEffect	Refuses to comply
PersonX bosses ___ around	oEffect	doesn't like when they are around
PersonX bosses ___ around	oEffect	sticks up for themself
PersonX bows PersonX's heads	oEffect	none
PersonX bows PersonX's heads	oEffect	none
PersonX bows PersonX's heads	oEffect	none
PersonX bows the ___ to baal	oEffect	none
PersonX bows the ___ to baal	oEffect	none
PersonX breaks PersonX's hip	oEffect	none
PersonX breaks PersonX's toe	oEffect	none
PersonX breaks PersonX's toe	oEffect	none
PersonX breaks PersonX's toe	oEffect	none
PersonX breaks PersonY heart	oEffect	cries in sadness
PersonX breaks PersonY heart	oEffect	yells
PersonX breaks PersonY heart	oEffect	cry eats
PersonX breaks PersonY heart	oEffect	gets left
PersonX breaks PersonY's heart	oEffect	Falls into depression
PersonX breaks PersonY's heart	oEffect	Meets someone else when they least expect it
PersonX breaks PersonY's heart	oEffect	cries
PersonX breaks PersonY's heart	oEffect	gets emotional
PersonX breaks PersonY's heart	oEffect	becomes depressed
PersonX breaks PersonY's heart	oEffect	Falls into depression
PersonX breaks PersonY's heart	oEffect	Meets someone else when they least expect it
PersonX breaks PersonY's heart	oEffect	cries
PersonX breaks PersonY's heart	oEffect	gets emotional
PersonX breaks PersonY's heart	oEffect	becomes depressed
PersonX breaks free	oEffect	wants to find them
PersonX breaks free	oEffect	wonders where they are
PersonX breaks free	oEffect	none
PersonX breaks the mold	oEffect	none
PersonX breaks the mold	oEffect	none
PersonX breaks the news	oEffect	none
PersonX breaks the news	oEffect	none
PersonX breaks the news to PersonY	oEffect	smiles
PersonX breaks the news to PersonY	oEffect	cries
PersonX breaks the news to PersonY	oEffect	shrugs
PersonX breaks the news to PersonY	oEffect	asks question
PersonX breaks the news to PersonY	oEffect	have some joyful
PersonX breaks the news to PersonY	oEffect	to be honest
PersonX breaks wind	oEffect	none
PersonX breaks wind	oEffect	none
PersonX brings PersonY into conflict	oEffect	had to defend stance
PersonX brings PersonY into conflict	oEffect	got in an argument
PersonX brings PersonY into conflict	oEffect	become an accessory to a crime
PersonX brings PersonY into conflict	oEffect	lose their livelihood
PersonX brings ___ to PersonX's eyes	oEffect	none
PersonX brings ___ to PersonX's house	oEffect	gained something
PersonX brings ___ to PersonX's house	oEffect	obtained X's object
PersonX brings ___ to PersonX's house	oEffect	smiles
PersonX brings ___ to PersonX's house	oEffect	eat cookies
PersonX brings ___ to PersonX's house	oEffect	none
PersonX brings ___ to PersonY eyes	oEffect	Cries
PersonX brings ___ to PersonY eyes	oEffect	Walks away from X
PersonX brings ___ to PersonY eyes	oEffect	none
PersonX brings ___ to PersonY eyes	oEffect	persony changes their actions
PersonX brings ___ to PersonY eyes	oEffect	persony calls their parents for support
PersonX brings ___ to PersonY's eyes	oEffect	has tears running down face
PersonX brings ___ to PersonY's eyes	oEffect	becomes bitter towards PersonX
PersonX brings ___ to PersonY's eyes	oEffect	becomes affectionate to PersonX
PersonX brings ___ to PersonY's eyes	oEffect	becomes friendlier to PersonX
PersonX brings ___ to PersonY's eyes	oEffect	ridiculed
PersonX brings ___ to PersonY's eyes	oEffect	teased
PersonX brings ___ to PersonY's eyes	oEffect	face gets wet
PersonX brings ___ to PersonY's eyes	oEffect	sobs
PersonX brings ___ to PersonY's house	oEffect	none
PersonX brings ___ to PersonY's house	oEffect	gets attacked
PersonX brings ___ to PersonY's house	oEffect	becomes startled
PersonX brings ___ to PersonY's mouth	oEffect	none
PersonX brings ___ to a head	oEffect	they are involved in an argument
PersonX brings ___ to a head	oEffect	their argument is resolved
PersonX brings ___ to a head	oEffect	none
PersonX brings ___ to the eyes	oEffect	none
PersonX brings ___ to the eyes	oEffect	none
PersonX brings ___ to the eyes	oEffect	none
PersonX brings ___ to the people	oEffect	benefit materially
PersonX brings ___ to the people	oEffect	improve lifestlys
PersonX brings ___ to the people	oEffect	Have better lives
PersonX brings ___ to the people	oEffect	Grows
PersonX brings ___ to the people	oEffect	none
PersonX brings down the house	oEffect	none
PersonX brings down the house	oEffect	none
PersonX brings down the house	oEffect	none
PersonX brings people together	oEffect	none
PersonX brings people together	oEffect	receive new knowledge
PersonX brings people together	oEffect	no effect
PersonX brings people together	oEffect	become grateful to PersonX
PersonX brings people together	oEffect	show appreciation
PersonX brings the ___ into disrepute	oEffect	is seen badly by the public
PersonX brings the ___ into disrepute	oEffect	Loses peoples trust.
PersonX brings the ___ into disrepute	oEffect	Find themselves on the defensive
PersonX brings the ___ into disrepute	oEffect	Loses funding
PersonX brings the ___ into disrepute	oEffect	receives new information
PersonX brings the ___ into disrepute	oEffect	receives answer to comments
PersonX brings the ___ to a head	oEffect	none
PersonX brings the ___ to a head	oEffect	Confronts X
PersonX brings the ___ to a head	oEffect	Stomach churns in fear
PersonX brings the ___ to a head	oEffect	none
PersonX brings the puppy	oEffect	none
PersonX brings the puppy	oEffect	none
PersonX brings the puppy	oEffect	none
PersonX brings the puppy home	oEffect	none
PersonX brings the puppy home	oEffect	none
PersonX brings the puppy home	oEffect	none
PersonX broadens PersonX's ___ to include	oEffect	none
PersonX broadens PersonX's ___ to include	oEffect	none
PersonX broadens PersonY's ___ to include	oEffect	learns somethign new
PersonX broadens PersonY's ___ to include	oEffect	has new perspective on thing
PersonX broadens PersonY's ___ to include	oEffect	gains knowledge
PersonX broadens PersonY's ___ to include	oEffect	becomes a success
PersonX broadens the ___ to include	oEffect	none
PersonX broadens the ___ to include	oEffect	none
PersonX broadens the ___ to include	oEffect	none
PersonX brushes PersonY's hair	oEffect	hair is cleans
PersonX brushes PersonY's hair	oEffect	hair smaells good
PersonX brushes PersonY's hair	oEffect	gets nice hair
PersonX brushes PersonY's hair	oEffect	gets hair pulled by personx
PersonX brushes PersonY's hair	oEffect	looks at self in mirror
PersonX brushes PersonY's hair	oEffect	makes requests of personx
PersonX builds a ___ on the site	oEffect	none
PersonX builds a ___ on the site	oEffect	none
PersonX builds a ___ on the site	oEffect	none
PersonX builds castles in the air	oEffect	none
PersonX builds castles in the air	oEffect	none
PersonX builds castles in the air	oEffect	none
PersonX builds muscle	oEffect	none
PersonX builds something	oEffect	none
PersonX builds something	oEffect	none
PersonX builds something	oEffect	none
PersonX bullies at school	oEffect	gets hurt
PersonX bullies at school	oEffect	cries
PersonX bullies at school	oEffect	the bullied person informs teacher
PersonX bullies at school	oEffect	the principal contacts both sets of parents
PersonX bullies at school	oEffect	cries
PersonX bullies at school	oEffect	fights
PersonX bullies in school	oEffect	Self esteem of others is diminished
PersonX bullies in school	oEffect	Other dislike and become upset by bully's presence
PersonX bullies in school	oEffect	none
PersonX burns PersonX's arm	oEffect	Experiences physical pain.
